Frequency,Channel A
(MHz),(dBu)

0.00000000,-28.57528000
0.03051758,-29.08008000
0.06103516,-34.88000000
0.09155273,-47.31784000
0.12207031,-54.99313000
0.15258789,-53.54891000
0.18310547,-54.10203000
0.21362305,-53.30247000
0.24414063,-53.16452000
0.27465820,-53.48755000
0.30517578,-54.67054000
0.33569336,-56.98017000
0.36621094,-59.72065000
0.39672852,-61.71789000
0.42724609,-62.54991000
0.45776367,-61.82745000
0.48828125,-58.65488000
0.51879883,-56.07016000
0.54931641,-55.87328000
0.57983398,-57.76638000
0.61035156,-58.70910000
0.64086914,-57.71830000
0.67138672,-57.87908000
0.70190430,-59.84589000
0.73242188,-60.98574000
0.76293945,-58.25001000
0.79345703,-55.97265000
0.82397461,-55.44026000
0.85449219,-56.43788000
0.88500977,-58.12368000
0.91552734,-58.47454000
0.94604492,-57.27380000
0.97656250,-56.61546000
1.00708008,-57.51408000
1.03759766,-60.16609000
1.06811523,-62.81517000
1.09863281,-62.17150000
1.12915039,-61.22035000
1.15966797,-61.11164000
1.19018555,-60.79781000
1.22070313,-59.82675000
1.25122070,-58.99110000
1.28173828,-58.94623000
1.31225586,-59.61487000
1.34277344,-60.36175000
1.37329102,-60.53132000
1.40380859,-60.37624000
1.43432617,-60.73955000
1.46484375,-62.04168000
1.49536133,-64.00038000
1.52587891,-65.97418000
1.55639648,-67.73171000
1.58691406,-68.86535000
1.61743164,-67.83646000
1.64794922,-65.30938000
1.67846680,-63.16040000
1.70898438,-62.19062000
1.73950195,-62.30703000
1.77001953,-62.44581000
1.80053711,-61.84399000
1.83105469,-61.35552000
1.86157227,-61.80980000
1.89208984,-63.15841000
1.92260742,-64.15089000
1.95312500,-63.55824000
1.98364258,-62.52886000
2.01416016,-62.22815000
2.04467773,-62.75591000
2.07519531,-63.55219000
2.10571289,-64.00481000
2.13623047,-64.18658000
2.16674805,-64.44566000
2.19726563,-64.60036000
2.22778320,-64.18373000
2.25830078,-63.58759000
2.28881836,-63.59346000
2.31933594,-64.39501000
2.34985352,-65.55291000
2.38037109,-66.31095000
2.41088867,-66.22713000
2.44140625,-65.29689000
2.47192383,-63.85870000
2.50244141,-62.54657000
2.53295898,-61.92883000
2.56347656,-62.22149000
2.59399414,-62.97922000
2.62451172,-63.34247000
2.65502930,-63.32214000
2.68554688,-63.42816000
2.71606445,-63.71309000
2.74658203,-64.05858000
2.77709961,-64.39040000
2.80761719,-64.40404000
2.83813477,-63.67272000
2.86865234,-62.67662000
2.89916992,-62.33444000
2.92968750,-62.85978000
2.96020508,-63.33752000
2.99072266,-62.43493000
3.02124023,-60.80914000
3.05175781,-59.73703000
3.08227539,-59.65386000
3.11279297,-60.42185000
3.14331055,-61.47518000
3.17382813,-62.13770000
3.20434570,-62.26621000
3.23486328,-62.15964000
3.26538086,-61.88814000
3.29589844,-61.34251000
3.32641602,-60.71823000
3.35693359,-60.46196000
3.38745117,-60.80286000
3.41796875,-61.41918000
3.44848633,-61.64993000
3.47900391,-61.45849000
3.50952148,-61.46515000
3.54003906,-62.03694000
3.57055664,-62.92118000
3.60107422,-63.37336000
3.63159180,-62.97382000
3.66210938,-62.14969000
3.69262695,-61.46282000
3.72314453,-61.04520000
3.75366211,-60.78405000
3.78417969,-60.79190000
3.81469727,-61.31226000
3.84521484,-62.19267000
3.87573242,-62.60587000
3.90625000,-61.91024000
3.93676758,-60.88194000
3.96728516,-60.50674000
3.99780273,-60.98032000
4.02832031,-61.63174000
4.05883789,-61.61415000
4.08935547,-61.25892000
4.11987305,-61.12621000
4.15039063,-61.12177000
4.18090820,-60.93579000
4.21142578,-60.57601000
4.24194336,-60.38020000
4.27246094,-60.55741000
4.30297852,-60.89902000
4.33349609,-60.93122000
4.36401367,-60.60404000
4.39453125,-60.35800000
4.42504883,-60.42900000
4.45556641,-60.66651000
4.48608398,-60.72304000
