Frequency,Channel A
(MHz),(dBu)

0.00000000,-13.04760000
0.00381470,-20.59325000
0.00762939,-36.72335000
0.01144409,-68.57065000
0.01525879,-69.76688000
0.01907349,-66.98176000
0.02288818,-61.55107000
0.02670288,-60.54487000
0.03051758,-61.51779000
0.03433228,-58.51402000
0.03814697,-57.61861000
0.04196167,-59.80211000
0.04577637,-65.52037000
0.04959106,-69.85848000
0.05340576,-67.30680000
0.05722046,-64.50175000
0.06103516,-62.12695000
0.06484985,-61.94836000
0.06866455,-61.06227000
0.07247925,-59.83470000
0.07629395,-59.49583000
0.08010864,-56.97630000
0.08392334,-61.06595000
0.08773804,-80.55827000
0.09155273,-72.00512000
0.09536743,-65.48225000
0.09918213,-63.93868000
0.10299683,-68.86465000
0.10681152,-78.92668000
0.11062622,-73.92136000
0.11444092,-63.98765000
0.11825562,-64.27403000
0.12207031,-75.11122000
0.12588501,-67.31599000
0.12969971,-67.03435000
0.13351440,-67.57011000
0.13732910,-59.37885000
0.14114380,-55.18389000
0.14495850,-57.82982000
0.14877319,-62.82141000
0.15258789,-65.59366000
0.15640259,-72.31263000
0.16021729,-74.42580000
0.16403198,-85.04385000
0.16784668,-75.51119000
0.17166138,-69.24995000
0.17547607,-66.49024000
0.17929077,-65.33200000
0.18310547,-64.62903000
0.18692017,-63.46925000
0.19073486,-65.57145000
0.19454956,-75.35434000
0.19836426,-73.97067000
0.20217896,-72.80249000
0.20599365,-79.99344000
0.20980835,-73.11530000
0.21362305,-72.25032000
0.21743774,-73.33986000
0.22125244,-72.26126000
0.22506714,-70.74493000
0.22888184,-70.14555000
0.23269653,-63.16746000
0.23651123,-62.32108000
0.24032593,-66.68346000
0.24414063,-69.64969000
0.24795532,-76.47275000
0.25177002,-79.71191000
0.25558472,-82.67082000
0.25939941,-85.72131000
0.26321411,-73.35414000
0.26702881,-71.50874000
0.27084351,-79.63609000
0.27465820,-79.30800000
0.27847290,-82.62775000
0.28228760,-92.99003000
0.28610229,-81.18370000
0.28991699,-86.05061000
0.29373169,-78.62399000
0.29754639,-75.60141000
0.30136108,-77.09115000
0.30517578,-74.98572000
0.30899048,-73.16037000
0.31280518,-74.39391000
0.31661987,-86.86752000
0.32043457,-83.22472000
0.32424927,-77.81165000
0.32806396,-78.62241000
0.33187866,-77.45074000
0.33569336,-79.66396000
0.33950806,-76.30544000
0.34332275,-74.39040000
0.34713745,-74.36443000
0.35095215,-76.58945000
0.35476685,-79.97382000
0.35858154,-78.31609000
0.36239624,-73.13872000
0.36621094,-73.27368000
0.37002563,-73.91403000
0.37384033,-75.31623000
0.37765503,-72.77005000
0.38146973,-72.09275000
0.38528442,-72.88636000
0.38909912,-80.20166000
0.39291382,-76.18520000
0.39672852,-74.48924000
0.40054321,-71.71960000
0.40435791,-69.63057000
0.40817261,-69.68884000
0.41198730,-69.78142000
0.41580200,-72.30634000
0.41961670,-83.36320000
0.42343140,-73.36845000
0.42724609,-71.60834000
0.43106079,-76.61103000
0.43487549,-75.19576000
0.43869019,-77.27551000
0.44250488,-69.22843000
0.44631958,-69.22400000
0.45013428,-77.32733000
0.45394897,-92.66671000
0.45776367,-100.40430000
0.46157837,-94.10302000
0.46539307,-79.51353000
0.46920776,-74.69850000
0.47302246,-78.58199000
0.47683716,-73.02200000
0.48065186,-71.63583000
0.48446655,-78.52225000
0.48828125,-91.17137000
0.49209595,-81.28891000
0.49591064,-74.89715000
0.49972534,-76.57593000
0.50354004,-75.21255000
0.50735474,-74.75278000
0.51116943,-69.03909000
0.51498413,-62.58166000
0.51879883,-59.42497000
0.52261353,-62.23103000
0.52642822,-72.07110000
0.53024292,-73.59438000
0.53405762,-78.66357000
0.53787231,-81.02885000
0.54168701,-75.31197000
0.54550171,-74.25827000
0.54931641,-69.41707000
0.55313110,-68.30646000
0.55694580,-72.66116000
0.56076050,-73.30402000
