Frequency,Channel D
(MHz),(dBu)

0.00000000,-80.34588000
0.03814697,-88.28010000
0.07629395,-103.18140000
0.11444092,-104.29060000
0.15258789,-102.98920000
0.19073486,-105.09130000
0.22888184,-109.26580000
0.26702881,-110.03850000
0.30517578,-103.28490000
0.34332275,-107.25050000
0.38146973,-111.05560000
0.41961670,-112.22320000
0.45776367,-107.44110000
0.49591064,-114.62150000
0.53405762,-105.88280000
0.57220459,-102.28990000
0.61035156,-104.06680000
0.64849854,-109.34850000
0.68664551,-111.36560000
0.72479248,-114.49370000
0.76293945,-116.45980000
0.80108643,-120.97080000
0.83923340,-110.46910000
0.87738037,-106.73090000
0.91552734,-114.46930000
0.95367432,-108.68530000
0.99182129,-107.57310000
1.02996826,-110.38570000
1.06811523,-105.51530000
1.10626221,-102.63670000
1.14440918,-109.42660000
1.18255615,-104.61000000
1.22070313,-103.60130000
1.25885010,-104.36370000
1.29699707,-105.20680000
1.33514404,-104.03510000
1.37329102,-99.25891000
1.41143799,-92.00138000
1.44958496,-96.03098000
1.48773193,-98.87704000
1.52587891,-99.09306000
1.56402588,-95.68386000
1.60217285,-97.30908000
1.64031982,-96.50470000
1.67846680,-107.29030000
1.71661377,-100.87560000
1.75476074,-111.91350000
1.79290771,-101.15660000
1.83105469,-115.50500000
1.86920166,-104.87400000
1.90734863,-105.35750000
1.94549561,-103.82460000
1.98364258,-110.81320000
2.02178955,-101.89280000
2.05993652,-115.22300000
2.09808350,-103.46110000
2.13623047,-103.70780000
2.17437744,-100.56350000
2.21252441,-98.62923000
2.25067139,-97.55591000
2.28881836,-103.20310000
2.32696533,-103.02160000
2.36511230,-102.82440000
2.40325928,-97.07813000
2.44140625,-104.45530000
2.47955322,-97.67731000
2.51770020,-98.24403000
2.55584717,-95.65262000
2.59399414,-99.54858000
2.63214111,-97.51738000
2.67028809,-109.17870000
2.70843506,-104.17420000
2.74658203,-104.41570000
2.78472900,-96.81990000
2.82287598,-100.20270000
2.86102295,-96.14600000
2.89916992,-101.06970000
2.93731689,-105.34380000
2.97546387,-97.50142000
3.01361084,-103.82370000
3.05175781,-102.68600000
3.08990479,-101.09250000
3.12805176,-97.47597000
3.16619873,-94.56298000
3.20434570,-98.29075000
3.24249268,-96.30568000
3.28063965,-97.12866000
3.31878662,-104.48960000
3.35693359,-96.80380000
3.39508057,-96.67090000
3.43322754,-102.29400000
3.47137451,-96.77744000
3.50952148,-100.25430000
3.54766846,-98.15067000
3.58581543,-95.11983000
3.62396240,-98.60935000
3.66210938,-97.60985000
3.70025635,-99.19193000
3.73840332,-104.75600000
3.77655029,-99.69980000
3.81469727,-96.19656000
3.85284424,-95.30602000
3.89099121,-96.75716000
3.92913818,-98.37450000
3.96728516,-96.02551000
4.00543213,-106.29180000
4.04357910,-98.88573000
4.08172607,-98.34937000
4.11987305,-100.25220000
4.15802002,-96.42079000
4.19616699,-98.52894000
4.23431396,-100.41010000
4.27246094,-95.37100000
4.31060791,-104.10240000
4.34875488,-97.13456000
4.38690186,-99.99911000
4.42504883,-99.14246000
4.46319580,-98.66879000
4.50134277,-96.87003000
4.53948975,-97.25892000
4.57763672,-95.49163000
4.61578369,-102.25300000
4.65393066,-94.06204000
4.69207764,-100.26120000
4.73022461,-99.64570000
4.76837158,-98.55206000
4.80651855,-95.28942000
4.84466553,-98.23721000
4.88281250,-92.66860000
4.92095947,-95.32494000
4.95910645,-94.22082000
4.99725342,-101.82650000
5.03540039,-94.98959000
5.07354736,-99.05446000
5.11169434,-97.62734000
5.14984131,-96.06140000
5.18798828,-93.55046000
5.22613525,-95.99078000
5.26428223,-93.71034000
5.30242920,-100.49820000
5.34057617,-95.55569000
5.37872314,-101.95000000
5.41687012,-97.91923000
5.45501709,-99.04662000
5.49316406,-93.83297000
5.53131104,-97.85751000
5.56945801,-91.45527000
5.60760498,-99.14600000
