Frequency,Channel D
(MHz),(dBu)

0.00000000,-76.07010000
0.03814697,-83.50931000
0.07629395,-97.91367000
0.11444092,-104.71430000
0.15258789,-101.77510000
0.19073486,-104.15730000
0.22888184,-109.87460000
0.26702881,-110.27480000
0.30517578,-107.41730000
0.34332275,-108.92460000
0.38146973,-109.95620000
0.41961670,-109.86270000
0.45776367,-117.61780000
0.49591064,-120.13250000
0.53405762,-103.10540000
0.57220459,-100.21020000
0.61035156,-102.67610000
0.64849854,-100.93560000
0.68664551,-104.41430000
0.72479248,-109.53570000
0.76293945,-108.13750000
0.80108643,-107.57760000
0.83923340,-105.05400000
0.87738037,-104.01950000
0.91552734,-104.49590000
0.95367432,-106.33610000
0.99182129,-104.42290000
1.02996826,-102.14430000
1.06811523,-102.75740000
1.10626221,-101.78760000
1.14440918,-101.53710000
1.18255615,-100.90980000
1.22070313,-98.17879000
1.25885010,-97.72828000
1.29699707,-99.07202000
1.33514404,-105.00170000
1.37329102,-104.91450000
1.41143799,-93.61612000
1.44958496,-89.46961000
1.48773193,-88.53431000
1.52587891,-88.69606000
1.56402588,-88.85680000
1.60217285,-90.36508000
1.64031982,-93.42570000
1.67846680,-98.39184000
1.71661377,-113.85000000
1.75476074,-100.91740000
1.79290771,-94.70567000
1.83105469,-93.29125000
1.86920166,-93.97923000
1.90734863,-94.88002000
1.94549561,-96.28568000
1.98364258,-101.06380000
2.02178955,-115.16110000
2.05993652,-100.85040000
2.09808350,-96.21573000
2.13623047,-93.52264000
2.17437744,-91.36967000
2.21252441,-90.33496000
2.25067139,-90.69550000
2.28881836,-90.87211000
2.32696533,-92.07159000
2.36511230,-99.34048000
2.40325928,-102.76700000
2.44140625,-95.11868000
2.47955322,-90.96241000
2.51770020,-88.84716000
2.55584717,-88.31238000
2.59399414,-88.82690000
2.63214111,-91.32450000
2.67028809,-96.09842000
2.70843506,-104.55810000
2.74658203,-101.90410000
2.78472900,-93.23025000
2.82287598,-89.66849000
2.86102295,-88.33869000
2.89916992,-88.46680000
2.93731689,-89.87076000
2.97546387,-93.49487000
3.01361084,-99.66496000
3.05175781,-104.57150000
3.08990479,-108.81750000
3.12805176,-96.36269000
3.16619873,-90.72048000
3.20434570,-88.38363000
3.24249268,-87.64334000
3.28063965,-87.99945000
3.31878662,-89.45786000
3.35693359,-93.09076000
3.39508057,-100.32900000
3.43322754,-102.87460000
3.47137451,-92.90631000
3.50952148,-89.07734000
3.54766846,-87.72106000
3.58581543,-87.38502000
3.62396240,-87.86060000
3.66210938,-89.15794000
3.70025635,-91.68233000
3.73840332,-97.89520000
3.77655029,-105.05230000
3.81469727,-93.32025000
3.85284424,-89.00832000
3.89099121,-87.16737000
3.92913818,-86.66012000
3.96728516,-87.31944000
4.00543213,-88.93648000
4.04357910,-91.98608000
4.08172607,-98.33600000
4.11987305,-98.66950000
4.15802002,-90.74106000
4.19616699,-87.63142000
4.23431396,-87.13657000
4.27246094,-87.80431000
4.31060791,-88.89892000
4.34875488,-90.32605000
4.38690186,-92.96410000
4.42504883,-98.59519000
4.46319580,-100.43720000
4.50134277,-93.04725000
4.53948975,-88.78825000
4.57763672,-86.52936000
4.61578369,-86.12324000
4.65393066,-86.94874000
4.69207764,-88.97141000
4.73022461,-94.26231000
4.76837158,-98.52188000
4.80651855,-94.43178000
4.84466553,-89.04706000
4.88281250,-86.44374000
4.92095947,-86.07764000
4.95910645,-86.08809000
4.99725342,-86.57947000
5.03540039,-88.49445000
5.07354736,-91.86812000
5.11169434,-95.34156000
5.14984131,-92.77192000
5.18798828,-89.09286000
5.22613525,-86.14441000
5.26428223,-84.18549000
5.30242920,-83.47148000
5.34057617,-83.85071000
5.37872314,-85.98671000
5.41687012,-91.09463000
5.45501709,-100.39680000
5.49316406,-95.56938000
5.53131104,-88.22480000
5.56945801,-85.74429000
5.60760498,-84.42708000
