Frequency,Channel D
(MHz),(dBu)

0.00000000,-75.98271000
0.03814697,-83.54935000
0.07629395,-98.54613000
0.11444092,-106.80230000
0.15258789,-105.89450000
0.19073486,-112.69320000
0.22888184,-108.60190000
0.26702881,-109.85280000
0.30517578,-118.75320000
0.34332275,-112.92030000
0.38146973,-109.05150000
0.41961670,-108.81330000
0.45776367,-117.12820000
0.49591064,-118.75240000
0.53405762,-113.65780000
0.57220459,-110.03090000
0.61035156,-116.66350000
0.64849854,-115.28380000
0.68664551,-114.59920000
0.72479248,-109.71390000
0.76293945,-109.49070000
0.80108643,-118.63540000
0.83923340,-113.17560000
0.87738037,-114.81230000
0.91552734,-106.34820000
0.95367432,-103.00940000
0.99182129,-103.75320000
1.02996826,-106.55100000
1.06811523,-107.04070000
1.10626221,-104.94750000
1.14440918,-105.12050000
1.18255615,-101.12860000
1.22070313,-100.63360000
1.25885010,-100.77370000
1.29699707,-100.64070000
1.33514404,-98.33495000
1.37329102,-104.41370000
1.41143799,-98.33839000
1.44958496,-106.77560000
1.48773193,-93.12824000
1.52587891,-93.31348000
1.56402588,-95.64624000
1.60217285,-99.44779000
1.64031982,-97.69041000
1.67846680,-107.52440000
1.71661377,-103.87330000
1.75476074,-98.58636000
1.79290771,-94.64837000
1.83105469,-101.27220000
1.86920166,-96.76189000
1.90734863,-99.64046000
1.94549561,-103.95570000
1.98364258,-106.87590000
2.02178955,-105.00720000
2.05993652,-99.20849000
2.09808350,-96.19260000
2.13623047,-106.72620000
2.17437744,-98.24123000
2.21252441,-95.83355000
2.25067139,-97.12469000
2.28881836,-96.42006000
2.32696533,-98.26600000
2.36511230,-102.89780000
2.40325928,-99.12183000
2.44140625,-100.59800000
2.47955322,-94.39854000
2.51770020,-93.72758000
2.55584717,-94.65607000
2.59399414,-97.14314000
2.63214111,-99.46985000
2.67028809,-102.40130000
2.70843506,-106.59350000
2.74658203,-102.98970000
2.78472900,-97.11372000
2.82287598,-97.85963000
2.86102295,-93.99693000
2.89916992,-96.44883000
2.93731689,-97.11005000
2.97546387,-98.74603000
3.01361084,-119.66750000
3.05175781,-102.59890000
3.08990479,-95.82801000
3.12805176,-93.79790000
3.16619873,-95.91341000
3.20434570,-93.82170000
3.24249268,-94.45896000
3.28063965,-95.90952000
3.31878662,-97.42433000
3.35693359,-100.37230000
3.39508057,-106.16760000
3.43322754,-102.55480000
3.47137451,-95.48977000
3.50952148,-93.86171000
3.54766846,-94.36343000
3.58581543,-93.70244000
3.62396240,-95.26768000
3.66210938,-95.87981000
3.70025635,-105.38310000
3.73840332,-108.62900000
3.77655029,-101.12020000
3.81469727,-95.53100000
3.85284424,-93.07590000
3.89099121,-91.99269000
3.92913818,-91.65816000
3.96728516,-93.62862000
4.00543213,-102.85620000
4.04357910,-105.92340000
4.08172607,-106.53700000
4.11987305,-97.57392000
4.15802002,-93.52248000
4.19616699,-92.34760000
4.23431396,-93.65513000
4.27246094,-93.63676000
4.31060791,-94.96024000
4.34875488,-96.93877000
4.38690186,-111.32350000
4.42504883,-101.18410000
4.46319580,-96.16058000
4.50134277,-94.96181000
4.53948975,-92.75153000
4.57763672,-92.20649000
4.61578369,-94.17027000
4.65393066,-94.49432000
4.69207764,-101.45070000
4.73022461,-98.68781000
4.76837158,-99.60384000
4.80651855,-98.75419000
4.84466553,-95.94627000
4.88281250,-92.77687000
4.92095947,-92.30769000
4.95910645,-91.40842000
4.99725342,-98.71690000
5.03540039,-100.04370000
5.07354736,-115.94590000
5.11169434,-101.97450000
5.14984131,-96.05557000
5.18798828,-94.61694000
5.22613525,-95.43462000
5.26428223,-90.81963000
5.30242920,-94.86269000
5.34057617,-92.89366000
5.37872314,-98.87161000
5.41687012,-103.82840000
5.45501709,-106.37100000
5.49316406,-93.36033000
5.53131104,-94.26660000
5.56945801,-92.70988000
5.60760498,-92.45100000
