Frequency,Channel D
(MHz),(dBu)

0.00000000,-76.43160000
0.03814697,-84.25325000
0.07629395,-105.68080000
0.11444092,-106.76910000
0.15258789,-110.51820000
0.19073486,-110.99820000
0.22888184,-111.29730000
0.26702881,-114.52970000
0.30517578,-107.91690000
0.34332275,-107.08320000
0.38146973,-106.86170000
0.41961670,-107.18090000
0.45776367,-112.39910000
0.49591064,-105.87900000
0.53405762,-100.76730000
0.57220459,-100.76260000
0.61035156,-105.48580000
0.64849854,-106.64180000
0.68664551,-102.04530000
0.72479248,-101.35710000
0.76293945,-104.00330000
0.80108643,-111.86490000
0.83923340,-113.52230000
0.87738037,-110.02250000
0.91552734,-108.51980000
0.95367432,-112.29270000
0.99182129,-124.80470000
1.02996826,-117.26460000
1.06811523,-102.27090000
1.10626221,-100.28290000
1.14440918,-100.18820000
1.18255615,-99.04111000
1.22070313,-97.05669000
1.25885010,-93.39096000
1.29699707,-92.96604000
1.33514404,-96.18962000
1.37329102,-98.64946000
1.41143799,-94.27298000
1.44958496,-90.87413000
1.48773193,-89.46414000
1.52587891,-89.53622000
1.56402588,-89.02790000
1.60217285,-88.75358000
1.64031982,-91.12611000
1.67846680,-98.29502000
1.71661377,-110.63170000
1.75476074,-106.61090000
1.79290771,-99.32464000
1.83105469,-96.72649000
1.86920166,-94.79643000
1.90734863,-95.29900000
1.94549561,-99.68230000
1.98364258,-99.76708000
2.02178955,-99.85615000
2.05993652,-103.31390000
2.09808350,-100.02870000
2.13623047,-94.95683000
2.17437744,-92.81291000
2.21252441,-91.28888000
2.25067139,-89.52106000
2.28881836,-90.12229000
2.32696533,-92.84782000
2.36511230,-97.58640000
2.40325928,-104.75910000
2.44140625,-98.56419000
2.47955322,-93.30886000
2.51770020,-90.37749000
2.55584717,-88.58978000
2.59399414,-88.04034000
2.63214111,-88.49281000
2.67028809,-90.59534000
2.70843506,-94.47608000
2.74658203,-98.45077000
2.78472900,-98.05416000
2.82287598,-94.32703000
2.86102295,-92.04030000
2.89916992,-90.90356000
2.93731689,-90.19380000
2.97546387,-90.01753000
3.01361084,-91.20304000
3.05175781,-93.44257000
3.08990479,-96.23943000
3.12805176,-95.15575000
3.16619873,-92.47137000
3.20434570,-90.42619000
3.24249268,-89.01434000
3.28063965,-87.85614000
3.31878662,-88.01926000
3.35693359,-89.88506000
3.39508057,-92.50596000
3.43322754,-94.37292000
3.47137451,-94.20174000
3.50952148,-91.67258000
3.54766846,-89.53914000
3.58581543,-88.23706000
3.62396240,-88.25982000
3.66210938,-88.62305000
3.70025635,-89.73138000
3.73840332,-91.64406000
3.77655029,-94.56479000
3.81469727,-95.66262000
3.85284424,-92.48542000
3.89099121,-89.27530000
3.92913818,-88.08545000
3.96728516,-88.13313000
4.00543213,-88.40027000
4.04357910,-89.37831000
4.08172607,-92.81586000
4.11987305,-98.00508000
4.15802002,-97.46054000
4.19616699,-92.88909000
4.23431396,-90.22704000
4.27246094,-88.13130000
4.31060791,-87.15697000
4.34875488,-87.82540000
4.38690186,-89.69167000
4.42504883,-92.25552000
4.46319580,-94.89063000
4.50134277,-94.96181000
4.53948975,-92.66296000
4.57763672,-89.57166000
4.61578369,-87.63963000
4.65393066,-86.98843000
4.69207764,-87.34489000
4.73022461,-88.27711000
4.76837158,-90.04189000
4.80651855,-92.00939000
4.84466553,-93.46007000
4.88281250,-92.12455000
4.92095947,-89.86528000
4.95910645,-87.97901000
4.99725342,-86.35735000
5.03540039,-86.06967000
5.07354736,-87.49220000
5.11169434,-89.90575000
5.14984131,-92.55850000
5.18798828,-92.93042000
5.22613525,-90.57516000
5.26428223,-87.68771000
5.30242920,-85.98629000
5.34057617,-86.09897000
5.37872314,-86.82414000
5.41687012,-87.47739000
5.45501709,-89.29037000
5.49316406,-90.63630000
5.53131104,-90.11158000
5.56945801,-89.35756000
5.60760498,-88.40857000
