Frequency,Channel A
(MHz),(dBu)

0.00000000,-9.37343200
0.00381470,-16.88324000
0.00762939,-32.72244000
0.01144409,-70.40608000
0.01525879,-69.93224000
0.01907349,-72.40958000
0.02288818,-75.57455000
0.02670288,-71.59059000
0.03051758,-74.06661000
0.03433228,-67.96400000
0.03814697,-66.69361000
0.04196167,-57.18066000
0.04577637,-52.04995000
0.04959106,-53.92055000
0.05340576,-60.43308000
0.05722046,-69.32153000
0.06103516,-68.40603000
0.06484985,-68.42350000
0.06866455,-75.00564000
0.07247925,-71.91499000
0.07629395,-64.69089000
0.08010864,-73.41853000
0.08392334,-63.15518000
0.08773804,-60.95660000
0.09155273,-58.49867000
0.09536743,-57.38309000
0.09918213,-58.88409000
0.10299683,-60.68569000
0.10681152,-64.61173000
0.11062622,-74.85511000
0.11444092,-78.37622000
0.11825562,-70.07630000
0.12207031,-66.21593000
0.12588501,-68.26897000
0.12969971,-69.65820000
0.13351440,-71.28806000
0.13732910,-66.35092000
0.14114380,-60.46251000
0.14495850,-67.84106000
0.14877319,-69.53185000
0.15258789,-63.91052000
0.15640259,-65.74892000
0.16021729,-72.82577000
0.16403198,-71.01599000
0.16784668,-71.94352000
0.17166138,-68.60181000
0.17547607,-65.46053000
0.17929077,-68.48248000
0.18310547,-79.15997000
0.18692017,-68.17383000
0.19073486,-68.94578000
0.19454956,-71.92155000
0.19836426,-72.01203000
0.20217896,-80.87322000
0.20599365,-72.53073000
0.20980835,-69.41148000
0.21362305,-71.67154000
0.21743774,-75.42914000
0.22125244,-84.83495000
0.22506714,-74.25201000
0.22888184,-74.59403000
0.23269653,-74.35461000
0.23651123,-70.71399000
0.24032593,-77.07795000
0.24414063,-79.44015000
0.24795532,-72.64953000
0.25177002,-67.42856000
0.25558472,-67.78611000
0.25939941,-72.97726000
0.26321411,-77.51943000
0.26702881,-74.47618000
0.27084351,-70.56602000
0.27465820,-70.61122000
0.27847290,-73.82980000
0.28228760,-77.31553000
0.28610229,-71.73867000
0.28991699,-71.98453000
0.29373169,-74.19759000
0.29754639,-73.15465000
0.30136108,-71.21872000
0.30517578,-73.12968000
0.30899048,-75.66817000
0.31280518,-80.62593000
0.31661987,-77.78015000
0.32043457,-73.68377000
0.32424927,-72.03164000
0.32806396,-80.65973000
0.33187866,-76.85380000
0.33569336,-76.00184000
0.33950806,-78.54462000
0.34332275,-71.91154000
0.34713745,-69.31661000
0.35095215,-70.83891000
0.35476685,-77.84384000
0.35858154,-86.24695000
0.36239624,-89.99104000
0.36621094,-79.60302000
0.37002563,-80.50667000
0.37384033,-94.62002000
0.37765503,-73.35000000
0.38146973,-67.21932000
0.38528442,-70.56702000
0.38909912,-81.60185000
0.39291382,-79.53754000
0.39672852,-71.52168000
0.40054321,-71.02055000
0.40435791,-70.34884000
0.40817261,-69.75321000
0.41198730,-72.79955000
0.41580200,-74.53195000
0.41961670,-68.20355000
0.42343140,-66.38919000
0.42724609,-66.14367000
0.43106079,-68.67546000
0.43487549,-73.17125000
0.43869019,-66.34568000
0.44250488,-64.85299000
0.44631958,-65.86321000
0.45013428,-67.89752000
0.45394897,-74.77525000
0.45776367,-74.13322000
0.46157837,-68.59476000
0.46539307,-69.32343000
0.46920776,-71.72363000
0.47302246,-72.86765000
0.47683716,-63.46706000
0.48065186,-61.69098000
0.48446655,-67.47941000
0.48828125,-77.65931000
0.49209595,-71.19331000
0.49591064,-70.13692000
0.49972534,-73.44693000
0.50354004,-72.29152000
0.50735474,-73.56522000
0.51116943,-80.61584000
0.51498413,-70.47633000
0.51879883,-72.01556000
0.52261353,-79.17748000
0.52642822,-72.93826000
0.53024292,-72.14884000
0.53405762,-71.10404000
0.53787231,-70.18604000
0.54168701,-70.75291000
0.54550171,-71.63268000
0.54931641,-79.91401000
0.55313110,-72.83948000
0.55694580,-69.38417000
0.56076050,-75.74136000
