Frequency,Channel A
(kHz),(dBu)

0.00000000,-36.90970000
0.01523442,-48.62244000
0.03046883,-28.06260000
0.04570325,-20.65831000
0.06093766,-22.61833000
0.07617208,-37.23048000
0.09140649,-36.41842000
0.10664091,-35.76448000
0.12187532,-45.86376000
0.13710974,-30.29716000
0.15234415,-27.12552000
0.16757857,-33.12151000
0.18281298,-49.05543000
0.19804740,-42.02778000
0.21328181,-45.47828000
0.22851623,-46.73917000
0.24375064,-37.54974000
0.25898506,-38.35460000
0.27421947,-47.45380000
0.28945389,-50.49587000
0.30468830,-48.93150000
0.31992272,-50.39119000
0.33515713,-40.66573000
0.35039155,-36.49958000
0.36562596,-41.21618000
0.38086038,-56.41529000
0.39609479,-49.43591000
0.41132921,-51.89713000
0.42656362,-51.88435000
0.44179804,-41.09188000
0.45703245,-40.68459000
0.47226687,-49.94163000
0.48750128,-57.74659000
0.50273570,-54.50470000
0.51797011,-61.50491000
0.53320453,-51.10247000
0.54843894,-45.54462000
0.56367336,-48.94439000
0.57890777,-57.28326000
0.59414219,-54.35564000
0.60937660,-55.22680000
0.62461102,-55.15686000
0.63984543,-46.19003000
0.65507985,-44.54504000
0.67031426,-51.81090000
0.68554868,-60.43568000
0.70078309,-56.99310000
0.71601751,-62.16498000
0.73125192,-59.61641000
0.74648634,-52.53708000
0.76172075,-54.50293000
0.77695517,-72.85184000
0.79218958,-60.97405000
0.80742400,-61.14768000
0.82265841,-79.70382000
0.83789283,-63.22899000
0.85312724,-60.70944000
0.86836166,-66.65517000
0.88359607,-64.24241000
0.89883049,-57.66123000
0.91406490,-59.68982000
0.92929932,-60.04425000
0.94453373,-53.96426000
0.95976815,-55.18114000
0.97500256,-65.93609000
0.99023698,-86.32973000
1.00547139,-80.21028000
1.02070581,-76.65939000
1.03594022,-67.39021000
1.05117464,-63.62440000
1.06640905,-68.22894000
1.08164347,-75.65337000
1.09687788,-66.90707000
1.11211230,-70.84401000
1.12734671,-69.45510000
1.14258113,-60.33333000
1.15781554,-60.36118000
1.17304996,-71.07075000
1.18828437,-69.30470000
1.20351879,-66.43623000
1.21875320,-70.03348000
1.23398762,-70.23186000
1.24922203,-67.10442000
1.26445645,-75.43245000
1.27969086,-73.76060000
1.29492528,-69.63667000
1.31015969,-72.21819000
1.32539411,-78.66730000
1.34062852,-80.73647000
1.35586294,-76.75332000
1.37109735,-87.21736000
1.38633177,-65.43254000
1.40156618,-62.16080000
1.41680060,-67.47825000
1.43203502,-63.87887000
1.44726943,-58.55213000
1.46250385,-61.24268000
1.47773826,-67.83688000
1.49297268,-64.80935000
1.50820709,-65.21254000
1.52344151,-70.08475000
1.53867592,-64.11438000
1.55391034,-61.94415000
1.56914475,-69.29500000
1.58437917,-83.32626000
1.59961358,-81.11762000
1.61484800,-75.35323000
1.63008241,-65.41072000
1.64531683,-59.88544000
1.66055124,-61.66648000
1.67578566,-75.29802000
1.69102007,-68.20231000
1.70625449,-66.53929000
1.72148890,-76.61094000
1.73672332,-66.52059000
1.75195773,-62.47902000
1.76719215,-68.06393000
1.78242656,-74.97708000
1.79766098,-68.91939000
1.81289539,-71.99141000
1.82812981,-75.38551000
1.84336422,-67.10786000
1.85859864,-68.21336000
1.87383305,-77.24300000
1.88906747,-78.63584000
1.90430188,-77.70757000
1.91953630,-75.45871000
1.93477071,-68.89618000
1.95000513,-65.37592000
1.96523954,-69.50466000
1.98047396,-74.40663000
1.99570837,-74.61021000
2.01094279,-78.35358000
