Frequency,Channel A
(kHz),(dBu)

0.00000000,-36.63290000
0.01523442,-43.07995000
0.03046883,-27.90521000
0.04570325,-20.64817000
0.06093766,-22.58879000
0.07617208,-33.30112000
0.09140649,-36.20087000
0.10664091,-35.63724000
0.12187532,-43.49898000
0.13710974,-30.31526000
0.15234415,-27.12242000
0.16757857,-33.17938000
0.18281298,-48.89084000
0.19804740,-41.88330000
0.21328181,-44.55214000
0.22851623,-44.23668000
0.24375064,-37.56228000
0.25898506,-38.38097000
0.27421947,-50.18238000
0.28945389,-51.02866000
0.30468830,-49.13906000
0.31992272,-57.42515000
0.33515713,-40.89024000
0.35039155,-36.57191000
0.36562596,-41.22196000
0.38086038,-51.12066000
0.39609479,-49.28268000
0.41132921,-51.69048000
0.42656362,-51.54610000
0.44179804,-40.83752000
0.45703245,-40.51239000
0.47226687,-50.02929000
0.48750128,-57.81920000
0.50273570,-54.23505000
0.51797011,-57.59809000
0.53320453,-50.77329000
0.54843894,-45.54208000
0.56367336,-49.12801000
0.57890777,-65.32007000
0.59414219,-52.94570000
0.60937660,-54.05498000
0.62461102,-58.57405000
0.63984543,-46.56974000
0.65507985,-45.10975000
0.67031426,-52.53841000
0.68554868,-59.26457000
0.70078309,-55.87600000
0.71601751,-62.09993000
0.73125192,-58.64668000
0.74648634,-51.27947000
0.76172075,-53.39698000
0.77695517,-59.88742000
0.79218958,-57.72192000
0.80742400,-57.84561000
0.82265841,-63.73105000
0.83789283,-63.52259000
0.85312724,-61.63823000
0.86836166,-80.13725000
0.88359607,-60.04368000
0.89883049,-56.79126000
0.91406490,-59.88332000
0.92929932,-59.31697000
0.94453373,-54.00635000
0.95976815,-55.72584000
0.97500256,-70.50127000
0.99023698,-71.86975000
1.00547139,-72.86899000
1.02070581,-68.73503000
1.03594022,-63.75638000
1.05117464,-62.15973000
1.06640905,-68.09735000
1.08164347,-75.59174000
1.09687788,-65.88235000
1.11211230,-68.05705000
1.12734671,-68.35806000
1.14258113,-59.48907000
1.15781554,-59.07756000
1.17304996,-70.23488000
1.18828437,-70.36655000
1.20351879,-67.05663000
1.21875320,-69.59000000
1.23398762,-66.42968000
1.24922203,-62.70480000
1.26445645,-66.24265000
1.27969086,-75.27197000
1.29492528,-68.04408000
1.31015969,-67.21832000
1.32539411,-70.88059000
1.34062852,-73.44130000
1.35586294,-76.36807000
1.37109735,-80.92030000
1.38633177,-65.58305000
1.40156618,-61.38474000
1.41680060,-64.79110000
1.43203502,-67.22552000
1.44726943,-61.16225000
1.46250385,-64.24707000
1.47773826,-73.82281000
1.49297268,-63.18577000
1.50820709,-63.35242000
1.52344151,-70.54765000
1.53867592,-62.59654000
1.55391034,-60.29102000
1.56914475,-66.11919000
1.58437917,-74.32756000
1.59961358,-73.85869000
1.61484800,-78.36883000
1.63008241,-70.42939000
1.64531683,-61.61894000
1.66055124,-63.61179000
1.67578566,-79.39111000
1.69102007,-68.99023000
1.70625449,-69.40510000
1.72148890,-74.19771000
1.73672332,-65.39565000
1.75195773,-61.58709000
1.76719215,-67.37056000
1.78242656,-77.70284000
1.79766098,-68.85163000
1.81289539,-72.37798000
1.82812981,-74.43009000
1.84336422,-65.81595000
1.85859864,-65.17410000
1.87383305,-71.40221000
1.88906747,-81.13100000
1.90430188,-82.70969000
1.91953630,-77.02135000
1.93477071,-69.57935000
1.95000513,-65.86214000
1.96523954,-70.07472000
1.98047396,-74.04176000
1.99570837,-70.16942000
2.01094279,-71.96643000
