Frequency,Channel D
(MHz),(dBu)

0.00000000,-69.23219000
0.03814697,-76.88484000
0.07629395,-94.27640000
0.11444092,-107.67220000
0.15258789,-109.04470000
0.19073486,-109.09350000
0.22888184,-106.07810000
0.26702881,-107.35870000
0.30517578,-109.37160000
0.34332275,-108.22720000
0.38146973,-115.14250000
0.41961670,-113.72640000
0.45776367,-117.55520000
0.49591064,-105.82940000
0.53405762,-102.78820000
0.57220459,-105.65830000
0.61035156,-111.26340000
0.64849854,-121.71800000
0.68664551,-106.00610000
0.72479248,-106.80330000
0.76293945,-111.43820000
0.80108643,-127.25530000
0.83923340,-117.68610000
0.87738037,-112.07180000
0.91552734,-107.70820000
0.95367432,-112.73220000
0.99182129,-128.76680000
1.02996826,-107.95640000
1.06811523,-104.79280000
1.10626221,-127.74220000
1.14440918,-104.00680000
1.18255615,-99.81482000
1.22070313,-97.23382000
1.25885010,-99.04873000
1.29699707,-102.45190000
1.33514404,-103.17430000
1.37329102,-100.06870000
1.41143799,-94.18112000
1.44958496,-94.04924000
1.48773193,-92.51733000
1.52587891,-93.02736000
1.56402588,-93.93020000
1.60217285,-96.73506000
1.64031982,-99.29471000
1.67846680,-101.78950000
1.71661377,-107.33070000
1.75476074,-107.52640000
1.79290771,-103.96530000
1.83105469,-101.53260000
1.86920166,-100.52890000
1.90734863,-100.16830000
1.94549561,-98.38475000
1.98364258,-99.67458000
2.02178955,-105.33270000
2.05993652,-106.75550000
2.09808350,-102.12880000
2.13623047,-102.42700000
2.17437744,-96.45271000
2.21252441,-93.64269000
2.25067139,-93.19267000
2.28881836,-95.29814000
2.32696533,-100.25040000
2.36511230,-105.80760000
2.40325928,-108.10260000
2.44140625,-101.59910000
2.47955322,-95.60759000
2.51770020,-93.09018000
2.55584717,-92.76314000
2.59399414,-93.85513000
2.63214111,-94.29650000
2.67028809,-94.68935000
2.70843506,-99.13914000
2.74658203,-102.72830000
2.78472900,-96.82172000
2.82287598,-94.10880000
2.86102295,-93.35829000
2.89916992,-93.34713000
2.93731689,-94.01224000
2.97546387,-93.95184000
3.01361084,-97.23164000
3.05175781,-103.03630000
3.08990479,-117.20580000
3.12805176,-99.61256000
3.16619873,-94.45735000
3.20434570,-93.91072000
3.24249268,-91.92452000
3.28063965,-91.83533000
3.31878662,-93.52573000
3.35693359,-96.93945000
3.39508057,-108.75340000
3.43322754,-123.93850000
3.47137451,-101.90540000
3.50952148,-95.29942000
3.54766846,-92.60651000
3.58581543,-92.27171000
3.62396240,-93.91793000
3.66210938,-93.59077000
3.70025635,-96.06560000
3.73840332,-99.98824000
3.77655029,-107.12390000
3.81469727,-99.40048000
3.85284424,-95.80715000
3.89099121,-91.98138000
3.92913818,-92.23247000
3.96728516,-93.44656000
4.00543213,-93.63567000
4.04357910,-95.57724000
4.08172607,-103.90330000
4.11987305,-111.98580000
4.15802002,-98.92175000
4.19616699,-94.50644000
4.23431396,-92.85156000
4.27246094,-91.03705000
4.31060791,-92.48613000
4.34875488,-93.17322000
4.38690186,-96.37735000
4.42504883,-100.77450000
4.46319580,-100.13660000
4.50134277,-96.77796000
4.53948975,-93.91199000
4.57763672,-91.01591000
4.61578369,-91.94221000
4.65393066,-90.58736000
4.69207764,-92.38334000
4.73022461,-93.83709000
4.76837158,-99.84758000
4.80651855,-103.34180000
4.84466553,-97.12203000
4.88281250,-93.08613000
4.92095947,-91.64420000
4.95910645,-90.71540000
4.99725342,-91.17014000
5.03540039,-91.50273000
5.07354736,-94.86809000
5.11169434,-101.94270000
5.14984131,-102.76740000
5.18798828,-95.81525000
5.22613525,-94.89009000
5.26428223,-91.28706000
5.30242920,-90.30412000
5.34057617,-90.09220000
5.37872314,-92.75372000
5.41687012,-98.68140000
5.45501709,-100.02430000
5.49316406,-104.89200000
5.53131104,-97.86234000
5.56945801,-91.24589000
5.60760498,-90.41818000
