Frequency,Channel D
(MHz),(dBu)

0.00000000,-69.57793000
0.03814697,-77.27017000
0.07629395,-94.19865000
0.11444092,-105.41280000
0.15258789,-104.79130000
0.19073486,-102.37910000
0.22888184,-103.50570000
0.26702881,-106.90760000
0.30517578,-108.17960000
0.34332275,-108.96860000
0.38146973,-109.95480000
0.41961670,-105.20200000
0.45776367,-102.65020000
0.49591064,-101.99430000
0.53405762,-105.08590000
0.57220459,-124.74010000
0.61035156,-107.22410000
0.64849854,-103.04830000
0.68664551,-102.73250000
0.72479248,-105.34120000
0.76293945,-109.85370000
0.80108643,-113.95040000
0.83923340,-121.91940000
0.87738037,-120.41490000
0.91552734,-111.25490000
0.95367432,-113.55840000
0.99182129,-121.26930000
1.02996826,-110.70920000
1.06811523,-104.03060000
1.10626221,-102.89180000
1.14440918,-104.95860000
1.18255615,-102.04830000
1.22070313,-99.76428000
1.25885010,-100.57340000
1.29699707,-104.09380000
1.33514404,-111.01660000
1.37329102,-107.88760000
1.41143799,-96.91974000
1.44958496,-93.19942000
1.48773193,-92.11679000
1.52587891,-90.36328000
1.56402588,-90.07023000
1.60217285,-91.28241000
1.64031982,-93.62546000
1.67846680,-99.66331000
1.71661377,-99.91054000
1.75476074,-96.86160000
1.79290771,-94.06573000
1.83105469,-93.02229000
1.86920166,-93.96782000
1.90734863,-95.53926000
1.94549561,-101.91870000
1.98364258,-104.90880000
2.02178955,-106.95910000
2.05993652,-101.62480000
2.09808350,-95.91144000
2.13623047,-93.33411000
2.17437744,-91.38721000
2.21252441,-89.28964000
2.25067139,-90.19264000
2.28881836,-93.48865000
2.32696533,-96.62202000
2.36511230,-99.04476000
2.40325928,-99.46608000
2.44140625,-94.73987000
2.47955322,-91.27013000
2.51770020,-90.11670000
2.55584717,-90.45142000
2.59399414,-90.54673000
2.63214111,-91.70313000
2.67028809,-95.49196000
2.70843506,-101.97770000
2.74658203,-102.51460000
2.78472900,-94.98462000
2.82287598,-92.21200000
2.86102295,-91.18465000
2.89916992,-89.80538000
2.93731689,-89.64756000
2.97546387,-91.28964000
3.01361084,-94.29665000
3.05175781,-97.42207000
3.08990479,-97.60959000
3.12805176,-94.78192000
3.16619873,-92.75400000
3.20434570,-90.00912000
3.24249268,-88.23825000
3.28063965,-88.77738000
3.31878662,-90.58896000
3.35693359,-92.62851000
3.39508057,-96.79401000
3.43322754,-97.06702000
3.47137451,-93.14203000
3.50952148,-90.33593000
3.54766846,-88.64993000
3.58581543,-88.30155000
3.62396240,-89.08111000
3.66210938,-90.65805000
3.70025635,-92.55063000
3.73840332,-94.74282000
3.77655029,-95.17090000
3.81469727,-92.49934000
3.85284424,-89.62521000
3.89099121,-87.49557000
3.92913818,-87.26981000
3.96728516,-88.42671000
4.00543213,-90.39825000
4.04357910,-94.63230000
4.08172607,-99.70058000
4.11987305,-96.70938000
4.15802002,-92.04381000
4.19616699,-89.15182000
4.23431396,-87.79439000
4.27246094,-87.89813000
4.31060791,-88.94911000
4.34875488,-91.17671000
4.38690186,-94.52322000
4.42504883,-97.92020000
4.46319580,-96.90785000
4.50134277,-93.00471000
4.53948975,-90.15824000
4.57763672,-88.04604000
4.61578369,-87.81854000
4.65393066,-88.57253000
4.69207764,-89.58044000
4.73022461,-91.65964000
4.76837158,-93.54999000
4.80651855,-91.67870000
4.84466553,-89.06234000
4.88281250,-87.61684000
4.92095947,-87.35775000
4.95910645,-87.36215000
4.99725342,-87.60567000
5.03540039,-88.92616000
5.07354736,-91.75682000
5.11169434,-94.56124000
5.14984131,-93.15971000
5.18798828,-89.85124000
5.22613525,-87.83013000
5.26428223,-86.90331000
5.30242920,-87.14809000
5.34057617,-88.20915000
5.37872314,-89.53836000
5.41687012,-91.64543000
5.45501709,-92.94369000
5.49316406,-90.94834000
5.53131104,-88.87642000
5.56945801,-87.09457000
5.60760498,-86.30803000
