Frequency,Channel D
(MHz),(dBu)

0.00000000,-69.37268000
0.03814697,-76.87773000
0.07629395,-93.36323000
0.11444092,-107.19040000
0.15258789,-107.10390000
0.19073486,-112.42220000
0.22888184,-114.29670000
0.26702881,-110.58510000
0.30517578,-110.93340000
0.34332275,-111.77350000
0.38146973,-111.30540000
0.41961670,-117.57000000
0.45776367,-112.42870000
0.49591064,-111.72600000
0.53405762,-106.85760000
0.57220459,-104.01520000
0.61035156,-112.90320000
0.64849854,-118.56390000
0.68664551,-112.03020000
0.72479248,-110.72710000
0.76293945,-108.99670000
0.80108643,-102.87300000
0.83923340,-103.37300000
0.87738037,-112.56790000
0.91552734,-110.76320000
0.95367432,-113.07650000
0.99182129,-108.90880000
1.02996826,-104.69260000
1.06811523,-106.31790000
1.10626221,-99.94102000
1.14440918,-102.74480000
1.18255615,-105.27160000
1.22070313,-103.01290000
1.25885010,-103.30360000
1.29699707,-110.88260000
1.33514404,-111.73050000
1.37329102,-113.78180000
1.41143799,-99.63074000
1.44958496,-99.32755000
1.48773193,-93.97894000
1.52587891,-97.74952000
1.56402588,-95.72170000
1.60217285,-96.92894000
1.64031982,-98.84067000
1.67846680,-110.50050000
1.71661377,-103.14610000
1.75476074,-103.89200000
1.79290771,-100.30200000
1.83105469,-104.56180000
1.86920166,-98.08186000
1.90734863,-99.65129000
1.94549561,-102.38340000
1.98364258,-107.24130000
2.02178955,-119.98570000
2.05993652,-113.05200000
2.09808350,-100.63920000
2.13623047,-101.90490000
2.17437744,-100.14460000
2.21252441,-97.60528000
2.25067139,-97.99439000
2.28881836,-102.34570000
2.32696533,-103.13620000
2.36511230,-108.12860000
2.40325928,-100.80650000
2.44140625,-99.05038000
2.47955322,-93.86948000
2.51770020,-94.64091000
2.55584717,-93.00037000
2.59399414,-95.94731000
2.63214111,-98.68332000
2.67028809,-99.70623000
2.70843506,-100.16950000
2.74658203,-101.93710000
2.78472900,-97.79799000
2.82287598,-95.97073000
2.86102295,-92.17239000
2.89916992,-92.42946000
2.93731689,-93.11328000
2.97546387,-97.38272000
3.01361084,-102.03070000
3.05175781,-102.74430000
3.08990479,-96.56013000
3.12805176,-103.56330000
3.16619873,-97.89711000
3.20434570,-96.33160000
3.24249268,-93.22694000
3.28063965,-93.51915000
3.31878662,-98.85333000
3.35693359,-105.30450000
3.39508057,-99.99843000
3.43322754,-101.79430000
3.47137451,-96.33815000
3.50952148,-94.52356000
3.54766846,-93.14453000
3.58581543,-95.56586000
3.62396240,-97.44093000
3.66210938,-98.32475000
3.70025635,-104.27900000
3.73840332,-106.27980000
3.77655029,-96.93195000
3.81469727,-96.11307000
3.85284424,-93.72750000
3.89099121,-94.01436000
3.92913818,-94.99889000
3.96728516,-94.72095000
4.00543213,-97.58027000
4.04357910,-103.29120000
4.08172607,-99.36594000
4.11987305,-101.27910000
4.15802002,-94.69070000
4.19616699,-93.20416000
4.23431396,-92.69020000
4.27246094,-94.67037000
4.31060791,-97.92194000
4.34875488,-96.92714000
4.38690186,-101.33460000
4.42504883,-99.52654000
4.46319580,-95.83246000
4.50134277,-94.66254000
4.53948975,-92.51595000
4.57763672,-93.91255000
4.61578369,-95.63972000
4.65393066,-94.66057000
4.69207764,-102.42720000
4.73022461,-115.12270000
4.76837158,-98.85190000
4.80651855,-93.45710000
4.84466553,-91.26176000
4.88281250,-92.02510000
4.92095947,-92.31006000
4.95910645,-93.91003000
4.99725342,-100.24780000
5.03540039,-101.53120000
5.07354736,-107.24350000
5.11169434,-98.67906000
5.14984131,-93.33627000
5.18798828,-92.44250000
5.22613525,-91.48835000
5.26428223,-93.51729000
5.30242920,-93.90588000
5.34057617,-91.20972000
5.37872314,-99.96030000
5.41687012,-105.96950000
5.45501709,-95.00512000
5.49316406,-93.78498000
5.53131104,-90.45159000
5.56945801,-90.78960000
5.60760498,-94.38592000
