Frequency,Channel D
(MHz),(dBu)

0.00000000,-81.53091000
0.03814697,-87.98872000
0.07629395,-96.19194000
0.11444092,-101.19110000
0.15258789,-105.64240000
0.19073486,-108.30960000
0.22888184,-109.26190000
0.26702881,-111.31510000
0.30517578,-114.88130000
0.34332275,-107.15510000
0.38146973,-105.60460000
0.41961670,-111.71670000
0.45776367,-110.53830000
0.49591064,-108.11660000
0.53405762,-114.39200000
0.57220459,-103.61210000
0.61035156,-107.76810000
0.64849854,-119.27230000
0.68664551,-111.46300000
0.72479248,-111.08100000
0.76293945,-110.70740000
0.80108643,-105.70370000
0.83923340,-104.72920000
0.87738037,-108.22530000
0.91552734,-106.75070000
0.95367432,-105.95020000
0.99182129,-108.42950000
1.02996826,-107.01020000
1.06811523,-106.57410000
1.10626221,-105.75040000
1.14440918,-101.43840000
1.18255615,-99.77167000
1.22070313,-97.45886000
1.25885010,-97.49050000
1.29699707,-102.10710000
1.33514404,-106.77890000
1.37329102,-99.54518000
1.41143799,-93.63998000
1.44958496,-92.37754000
1.48773193,-90.02527000
1.52587891,-91.20187000
1.56402588,-94.05266000
1.60217285,-95.62921000
1.64031982,-97.77072000
1.67846680,-102.24420000
1.71661377,-101.62900000
1.75476074,-100.75140000
1.79290771,-98.15038000
1.83105469,-97.10033000
1.86920166,-96.71284000
1.90734863,-96.33805000
1.94549561,-97.93982000
1.98364258,-102.02710000
2.02178955,-106.49590000
2.05993652,-105.50970000
2.09808350,-99.44263000
2.13623047,-95.60623000
2.17437744,-92.93295000
2.21252441,-92.89002000
2.25067139,-93.31009000
2.28881836,-94.42160000
2.32696533,-98.57336000
2.36511230,-103.52890000
2.40325928,-98.67712000
2.44140625,-95.64015000
2.47955322,-94.03146000
2.51770020,-92.35242000
2.55584717,-91.79374000
2.59399414,-94.60887000
2.63214111,-99.14834000
2.67028809,-106.68040000
2.70843506,-102.81020000
2.74658203,-96.73107000
2.78472900,-92.39189000
2.82287598,-91.26949000
2.86102295,-91.87209000
2.89916992,-91.99292000
2.93731689,-94.26576000
2.97546387,-98.50365000
3.01361084,-102.61840000
3.05175781,-109.16450000
3.08990479,-97.63243000
3.12805176,-94.10883000
3.16619873,-93.62828000
3.20434570,-92.89127000
3.24249268,-91.03377000
3.28063965,-92.61351000
3.31878662,-98.88200000
3.35693359,-109.29380000
3.39508057,-101.24600000
3.43322754,-95.13511000
3.47137451,-92.63573000
3.50952148,-91.25069000
3.54766846,-91.28829000
3.58581543,-93.10548000
3.62396240,-96.42262000
3.66210938,-101.97270000
3.70025635,-108.26750000
3.73840332,-100.62000000
3.77655029,-95.30409000
3.81469727,-93.04733000
3.85284424,-92.05932000
3.89099121,-90.98130000
3.92913818,-91.48338000
3.96728516,-93.57753000
4.00543213,-98.58978000
4.04357910,-108.84580000
4.08172607,-103.37720000
4.11987305,-94.96504000
4.15802002,-91.97700000
4.19616699,-90.86788000
4.23431396,-91.14414000
4.27246094,-92.69411000
4.31060791,-97.78859000
4.34875488,-102.82970000
4.38690186,-104.84430000
4.42504883,-99.52623000
4.46319580,-93.48526000
4.50134277,-90.98454000
4.53948975,-91.01720000
4.57763672,-90.07920000
4.61578369,-90.93446000
4.65393066,-93.26578000
4.69207764,-98.50989000
4.73022461,-102.29640000
4.76837158,-95.91458000
4.80651855,-93.01421000
4.84466553,-90.63208000
4.88281250,-89.93275000
4.92095947,-91.85212000
4.95910645,-92.24138000
4.99725342,-94.57364000
5.03540039,-102.79200000
5.07354736,-101.15000000
5.11169434,-95.50552000
5.14984131,-90.84590000
5.18798828,-89.09896000
5.22613525,-88.56307000
5.26428223,-88.09462000
5.30242920,-90.26657000
5.34057617,-98.75204000
5.37872314,-101.65550000
5.41687012,-95.68993000
5.45501709,-91.52177000
5.49316406,-89.12414000
5.53131104,-88.65334000
5.56945801,-88.09910000
5.60760498,-90.31586000
