Frequency,Channel D
(MHz),(dBu)

0.00000000,-80.87410000
0.03814697,-88.33981000
0.07629395,-102.50600000
0.11444092,-110.98640000
0.15258789,-114.65230000
0.19073486,-118.79560000
0.22888184,-122.41770000
0.26702881,-118.95710000
0.30517578,-108.11760000
0.34332275,-111.57760000
0.38146973,-124.21770000
0.41961670,-109.78990000
0.45776367,-105.45790000
0.49591064,-108.20340000
0.53405762,-108.15150000
0.57220459,-110.41730000
0.61035156,-118.03940000
0.64849854,-114.86990000
0.68664551,-110.83510000
0.72479248,-109.35640000
0.76293945,-107.88000000
0.80108643,-106.49600000
0.83923340,-106.16870000
0.87738037,-113.85220000
0.91552734,-106.79770000
0.95367432,-103.42850000
0.99182129,-107.71880000
1.02996826,-107.53250000
1.06811523,-106.01470000
1.10626221,-114.51930000
1.14440918,-104.02510000
1.18255615,-101.57000000
1.22070313,-101.70750000
1.25885010,-101.07150000
1.29699707,-101.92850000
1.33514404,-101.14450000
1.37329102,-98.99208000
1.41143799,-94.54502000
1.44958496,-93.52326000
1.48773193,-92.53053000
1.52587891,-93.73359000
1.56402588,-93.50632000
1.60217285,-93.75209000
1.64031982,-96.58846000
1.67846680,-100.51100000
1.71661377,-106.29680000
1.75476074,-100.56370000
1.79290771,-96.44948000
1.83105469,-96.08717000
1.86920166,-98.12863000
1.90734863,-101.20090000
1.94549561,-97.38727000
1.98364258,-97.45662000
2.02178955,-102.67730000
2.05993652,-100.56470000
2.09808350,-93.88464000
2.13623047,-95.10818000
2.17437744,-95.17377000
2.21252441,-97.80705000
2.25067139,-100.32550000
2.28881836,-103.75220000
2.32696533,-103.02790000
2.36511230,-102.08740000
2.40325928,-98.69786000
2.44140625,-98.09825000
2.47955322,-94.82705000
2.51770020,-94.80133000
2.55584717,-94.17228000
2.59399414,-96.97201000
2.63214111,-99.98618000
2.67028809,-104.46170000
2.70843506,-100.04530000
2.74658203,-97.28707000
2.78472900,-95.90119000
2.82287598,-96.85619000
2.86102295,-94.15311000
2.89916992,-94.88224000
2.93731689,-95.31990000
2.97546387,-97.00364000
3.01361084,-97.14707000
3.05175781,-96.69997000
3.08990479,-94.67033000
3.12805176,-97.28046000
3.16619873,-94.50508000
3.20434570,-94.31870000
3.24249268,-94.45634000
3.28063965,-95.32109000
3.31878662,-98.68893000
3.35693359,-99.28618000
3.39508057,-95.36395000
3.43322754,-96.42204000
3.47137451,-93.98407000
3.50952148,-92.56802000
3.54766846,-92.58950000
3.58581543,-95.19104000
3.62396240,-96.01070000
3.66210938,-95.78047000
3.70025635,-96.10121000
3.73840332,-99.11084000
3.77655029,-91.84425000
3.81469727,-90.26496000
3.85284424,-93.20785000
3.89099121,-95.10978000
3.92913818,-95.87373000
3.96728516,-93.76154000
4.00543213,-93.35426000
4.04357910,-94.85516000
4.08172607,-96.15884000
4.11987305,-93.95337000
4.15802002,-91.79636000
4.19616699,-93.30135000
4.23431396,-93.79735000
4.27246094,-94.56375000
4.31060791,-96.48561000
4.34875488,-96.14960000
4.38690186,-93.93434000
4.42504883,-93.74570000
4.46319580,-94.04504000
4.50134277,-92.91365000
4.53948975,-92.36224000
4.57763672,-92.50404000
4.61578369,-95.04055000
4.65393066,-95.54512000
4.69207764,-94.31441000
4.73022461,-92.44640000
4.76837158,-92.49839000
4.80651855,-93.91402000
4.84466553,-91.42593000
4.88281250,-91.75648000
4.92095947,-92.81333000
4.95910645,-94.96476000
4.99725342,-96.75495000
5.03540039,-95.04189000
5.07354736,-94.05204000
5.11169434,-92.60181000
5.14984131,-90.29294000
5.18798828,-90.36965000
5.22613525,-90.89516000
5.26428223,-93.29109000
5.30242920,-94.57150000
5.34057617,-91.20521000
5.37872314,-90.86920000
5.41687012,-92.68358000
5.45501709,-90.89291000
5.49316406,-90.29530000
5.53131104,-91.25218000
5.56945801,-91.56266000
5.60760498,-95.04237000
