Frequency,Channel D
(MHz),(dBu)

0.00000000,-78.52798000
0.03814697,-85.87684000
0.07629395,-99.20516000
0.11444092,-106.75870000
0.15258789,-108.27920000
0.19073486,-114.44920000
0.22888184,-105.25670000
0.26702881,-111.04650000
0.30517578,-119.39770000
0.34332275,-118.67520000
0.38146973,-116.29680000
0.41961670,-121.76250000
0.45776367,-111.03840000
0.49591064,-105.94700000
0.53405762,-108.07310000
0.57220459,-107.79560000
0.61035156,-111.65130000
0.64849854,-118.09100000
0.68664551,-119.24200000
0.72479248,-119.59360000
0.76293945,-112.31360000
0.80108643,-112.29000000
0.83923340,-126.40250000
0.87738037,-117.38450000
0.91552734,-117.45600000
0.95367432,-111.45050000
0.99182129,-119.98370000
1.02996826,-107.82180000
1.06811523,-109.17570000
1.10626221,-105.96570000
1.14440918,-101.25070000
1.18255615,-98.71155000
1.22070313,-98.94318000
1.25885010,-97.86910000
1.29699707,-109.17870000
1.33514404,-113.03240000
1.37329102,-104.39150000
1.41143799,-96.87766000
1.44958496,-98.67509000
1.48773193,-93.34579000
1.52587891,-97.80461000
1.56402588,-94.56882000
1.60217285,-95.07915000
1.64031982,-100.55460000
1.67846680,-104.57380000
1.71661377,-102.20310000
1.75476074,-99.48734000
1.79290771,-99.90552000
1.83105469,-105.45080000
1.86920166,-100.08970000
1.90734863,-100.02170000
1.94549561,-103.51940000
1.98364258,-107.70630000
2.02178955,-103.95300000
2.05993652,-111.79290000
2.09808350,-103.42690000
2.13623047,-95.08259000
2.17437744,-92.92157000
2.21252441,-95.28739000
2.25067139,-97.09888000
2.28881836,-98.28178000
2.32696533,-99.33734000
2.36511230,-102.65290000
2.40325928,-97.93740000
2.44140625,-96.03428000
2.47955322,-93.73470000
2.51770020,-95.72852000
2.55584717,-95.90824000
2.59399414,-95.83535000
2.63214111,-98.06450000
2.67028809,-102.77290000
2.70843506,-99.30835000
2.74658203,-101.26280000
2.78472900,-100.38710000
2.82287598,-96.29936000
2.86102295,-94.40338000
2.89916992,-97.85942000
2.93731689,-100.11120000
2.97546387,-102.05030000
3.01361084,-116.47050000
3.05175781,-108.99570000
3.08990479,-103.32870000
3.12805176,-106.26110000
3.16619873,-94.62708000
3.20434570,-92.46003000
3.24249268,-96.02676000
3.28063965,-96.19891000
3.31878662,-100.59740000
3.35693359,-104.17230000
3.39508057,-101.82350000
3.43322754,-103.42680000
3.47137451,-95.88683000
3.50952148,-93.25679000
3.54766846,-93.01766000
3.58581543,-95.84583000
3.62396240,-102.06900000
3.66210938,-101.90790000
3.70025635,-115.58340000
3.73840332,-102.70380000
3.77655029,-94.26955000
3.81469727,-93.84079000
3.85284424,-93.20182000
3.89099121,-94.16573000
3.92913818,-96.78593000
3.96728516,-96.64112000
4.00543213,-103.19450000
4.04357910,-103.97340000
4.08172607,-97.79962000
4.11987305,-96.32990000
4.15802002,-92.21013000
4.19616699,-91.28699000
4.23431396,-94.76215000
4.27246094,-95.71317000
4.31060791,-104.88200000
4.34875488,-112.50030000
4.38690186,-105.72380000
4.42504883,-97.63462000
4.46319580,-93.63377000
4.50134277,-91.56452000
4.53948975,-92.08228000
4.57763672,-92.82980000
4.61578369,-96.73988000
4.65393066,-97.63840000
4.69207764,-104.24830000
4.73022461,-102.12590000
4.76837158,-95.50638000
4.80651855,-95.22057000
4.84466553,-94.16817000
4.88281250,-92.07688000
4.92095947,-93.65121000
4.95910645,-94.69176000
4.99725342,-104.41580000
5.03540039,-106.44680000
5.07354736,-99.59174000
5.11169434,-96.26270000
5.14984131,-98.46111000
5.18798828,-91.86137000
5.22613525,-92.36233000
5.26428223,-91.56458000
5.30242920,-99.76586000
5.34057617,-110.08710000
5.37872314,-99.32814000
5.41687012,-105.95620000
5.45501709,-97.58998000
5.49316406,-94.28394000
5.53131104,-92.17427000
5.56945801,-91.89688000
5.60760498,-94.44782000
