Frequency,Channel D
(MHz),(dBu)

0.00000000,-80.70525000
0.03814697,-88.48790000
0.07629395,-102.73110000
0.11444092,-106.52150000
0.15258789,-106.32500000
0.19073486,-108.96710000
0.22888184,-117.65470000
0.26702881,-113.08300000
0.30517578,-117.19490000
0.34332275,-111.79920000
0.38146973,-104.37170000
0.41961670,-102.19050000
0.45776367,-104.88280000
0.49591064,-106.45390000
0.53405762,-107.66640000
0.57220459,-106.59630000
0.61035156,-111.63580000
0.64849854,-113.58510000
0.68664551,-118.80180000
0.72479248,-114.29510000
0.76293945,-119.46060000
0.80108643,-110.89170000
0.83923340,-108.67870000
0.87738037,-111.61050000
0.91552734,-106.20620000
0.95367432,-105.63820000
0.99182129,-104.40250000
1.02996826,-103.38280000
1.06811523,-103.42020000
1.10626221,-100.74040000
1.14440918,-111.32340000
1.18255615,-101.36800000
1.22070313,-108.84860000
1.25885010,-102.91510000
1.29699707,-104.00130000
1.33514404,-96.72763000
1.37329102,-104.88870000
1.41143799,-97.50855000
1.44958496,-107.04430000
1.48773193,-94.44854000
1.52587891,-105.28590000
1.56402588,-98.71266000
1.60217285,-100.49460000
1.64031982,-102.92050000
1.67846680,-109.91710000
1.71661377,-102.65770000
1.75476074,-106.14820000
1.79290771,-100.82470000
1.83105469,-111.49710000
1.86920166,-98.99505000
1.90734863,-111.29750000
1.94549561,-110.93670000
1.98364258,-114.23410000
2.02178955,-106.55990000
2.05993652,-108.14010000
2.09808350,-97.47496000
2.13623047,-117.62730000
2.17437744,-100.61740000
2.21252441,-100.13400000
2.25067139,-99.75441000
2.28881836,-104.96240000
2.32696533,-100.74180000
2.36511230,-111.46050000
2.40325928,-99.15368000
2.44140625,-106.52890000
2.47955322,-98.78583000
2.51770020,-100.61770000
2.55584717,-96.58281000
2.59399414,-111.11080000
2.63214111,-103.21380000
2.67028809,-120.73930000
2.70843506,-106.93120000
2.74658203,-100.93630000
2.78472900,-94.65232000
2.82287598,-109.83470000
2.86102295,-98.14366000
2.89916992,-107.80340000
2.93731689,-107.87440000
2.97546387,-104.62570000
3.01361084,-102.33970000
3.05175781,-99.68279000
3.08990479,-95.27988000
3.12805176,-112.52400000
3.16619873,-98.33054000
3.20434570,-98.44883000
3.24249268,-97.41245000
3.28063965,-101.46580000
3.31878662,-102.38480000
3.35693359,-104.11300000
3.39508057,-98.27193000
3.43322754,-107.18870000
3.47137451,-100.93890000
3.50952148,-95.63316000
3.54766846,-96.52785000
3.58581543,-99.90004000
3.62396240,-98.60548000
3.66210938,-103.36380000
3.70025635,-100.67560000
3.73840332,-105.99710000
3.77655029,-96.40199000
3.81469727,-101.49640000
3.85284424,-98.22636000
3.89099121,-99.02341000
3.92913818,-102.83760000
3.96728516,-98.92830000
4.00543213,-98.27699000
4.04357910,-116.37610000
4.08172607,-101.90060000
4.11987305,-100.54010000
4.15802002,-96.41656000
4.19616699,-98.67660000
4.23431396,-101.15120000
4.27246094,-99.01775000
4.31060791,-100.30480000
4.34875488,-103.38050000
4.38690186,-99.74379000
4.42504883,-100.60170000
4.46319580,-95.73468000
4.50134277,-100.07660000
4.53948975,-100.16720000
4.57763672,-97.77242000
4.61578369,-104.61140000
4.65393066,-101.08060000
4.69207764,-101.38460000
4.73022461,-98.70168000
4.76837158,-94.84383000
4.80651855,-103.30060000
4.84466553,-98.69751000
4.88281250,-96.62560000
4.92095947,-103.10410000
4.95910645,-98.24508000
4.99725342,-100.19390000
5.03540039,-104.58320000
5.07354736,-97.27197000
5.11169434,-102.12820000
5.14984131,-96.80234000
5.18798828,-96.60325000
5.22613525,-100.20030000
5.26428223,-99.09976000
5.30242920,-99.60300000
5.34057617,-102.12390000
5.37872314,-99.12082000
5.41687012,-103.49240000
5.45501709,-100.04320000
5.49316406,-96.30527000
5.53131104,-102.20540000
5.56945801,-93.20435000
5.60760498,-100.53930000
