Frequency,Channel D
(MHz),(dBu)

0.00000000,-77.60404000
0.03814697,-85.20763000
0.07629395,-99.33299000
0.11444092,-103.04220000
0.15258789,-102.00500000
0.19073486,-105.93250000
0.22888184,-109.32440000
0.26702881,-109.84500000
0.30517578,-108.77950000
0.34332275,-122.11900000
0.38146973,-105.95870000
0.41961670,-102.60150000
0.45776367,-105.47700000
0.49591064,-106.69700000
0.53405762,-105.22410000
0.57220459,-103.91660000
0.61035156,-104.42870000
0.64849854,-102.08420000
0.68664551,-106.69500000
0.72479248,-120.31400000
0.76293945,-109.34900000
0.80108643,-103.44790000
0.83923340,-104.82810000
0.87738037,-107.85590000
0.91552734,-110.77250000
0.95367432,-116.61000000
0.99182129,-106.77380000
1.02996826,-109.72600000
1.06811523,-108.28680000
1.10626221,-101.44380000
1.14440918,-96.97655000
1.18255615,-95.21220000
1.22070313,-94.90212000
1.25885010,-96.03413000
1.29699707,-101.46420000
1.33514404,-102.69360000
1.37329102,-98.47771000
1.41143799,-91.54964000
1.44958496,-90.28622000
1.48773193,-91.30372000
1.52587891,-93.35095000
1.56402588,-94.24838000
1.60217285,-98.15711000
1.64031982,-106.88320000
1.67846680,-103.75860000
1.71661377,-100.38200000
1.75476074,-99.87321000
1.79290771,-96.82896000
1.83105469,-96.24500000
1.86920166,-98.59648000
1.90734863,-106.06810000
1.94549561,-110.12970000
1.98364258,-103.02200000
2.02178955,-99.76888000
2.05993652,-99.46733000
2.09808350,-94.38586000
2.13623047,-91.59155000
2.17437744,-91.08058000
2.21252441,-90.92897000
2.25067139,-92.58255000
2.28881836,-97.66757000
2.32696533,-104.38240000
2.36511230,-103.10550000
2.40325928,-96.57054000
2.44140625,-94.53171000
2.47955322,-93.13088000
2.51770020,-91.46945000
2.55584717,-92.05161000
2.59399414,-93.52360000
2.63214111,-96.46218000
2.67028809,-108.91360000
2.70843506,-100.78370000
2.74658203,-94.69405000
2.78472900,-91.97911000
2.82287598,-91.29749000
2.86102295,-91.53561000
2.89916992,-92.08548000
2.93731689,-93.76761000
2.97546387,-97.87894000
3.01361084,-109.04790000
3.05175781,-102.88590000
3.08990479,-95.14540000
3.12805176,-91.26105000
3.16619873,-91.53189000
3.20434570,-93.92529000
3.24249268,-96.86220000
3.28063965,-98.91094000
3.31878662,-103.90670000
3.35693359,-106.58250000
3.39508057,-95.23301000
3.43322754,-92.71365000
3.47137451,-92.17355000
3.50952148,-91.67021000
3.54766846,-92.25787000
3.58581543,-93.92911000
3.62396240,-97.85744000
3.66210938,-108.52220000
3.70025635,-100.18860000
3.73840332,-94.42334000
3.77655029,-92.28431000
3.81469727,-90.57153000
3.85284424,-90.38174000
3.89099121,-91.78367000
3.92913818,-91.43349000
3.96728516,-94.48238000
4.00543213,-106.89360000
4.04357910,-97.26810000
4.08172607,-93.31119000
4.11987305,-92.00768000
4.15802002,-90.60838000
4.19616699,-90.18466000
4.23431396,-91.24977000
4.27246094,-94.06532000
4.31060791,-101.43900000
4.34875488,-108.81110000
4.38690186,-95.85567000
4.42504883,-91.60634000
4.46319580,-89.76846000
4.50134277,-89.52948000
4.53948975,-90.09447000
4.57763672,-90.51865000
4.61578369,-93.16646000
4.65393066,-99.26582000
4.69207764,-115.56070000
4.73022461,-97.30122000
4.76837158,-92.89868000
4.80651855,-90.33798000
4.84466553,-89.69167000
4.88281250,-90.31994000
4.92095947,-91.29585000
4.95910645,-93.55615000
4.99725342,-98.24011000
5.03540039,-103.78170000
5.07354736,-91.62068000
5.11169434,-88.77464000
5.14984131,-87.87747000
5.18798828,-89.54438000
5.22613525,-90.72067000
5.26428223,-88.88541000
5.30242920,-92.07264000
5.34057617,-109.04620000
5.37872314,-97.93268000
5.41687012,-92.13032000
5.45501709,-89.39164000
5.49316406,-88.74364000
5.53131104,-89.72710000
5.56945801,-90.25909000
5.60760498,-91.55145000
