Frequency,Channel D
(MHz),(dBu)

0.00000000,-84.59214000
0.03814697,-91.43497000
0.07629395,-100.25620000
0.11444092,-105.67320000
0.15258789,-112.85550000
0.19073486,-107.78590000
0.22888184,-108.32260000
0.26702881,-107.92160000
0.30517578,-103.32790000
0.34332275,-104.81450000
0.38146973,-104.71890000
0.41961670,-103.94430000
0.45776367,-103.67260000
0.49591064,-102.50150000
0.53405762,-102.19570000
0.57220459,-108.06690000
0.61035156,-106.66900000
0.64849854,-103.61630000
0.68664551,-105.91480000
0.72479248,-111.52680000
0.76293945,-108.11810000
0.80108643,-112.03140000
0.83923340,-113.60400000
0.87738037,-110.20510000
0.91552734,-105.25840000
0.95367432,-103.07160000
0.99182129,-101.51870000
1.02996826,-99.45240000
1.06811523,-101.19990000
1.10626221,-104.81950000
1.14440918,-110.18960000
1.18255615,-110.74610000
1.22070313,-99.06586000
1.25885010,-98.09224000
1.29699707,-95.18620000
1.33514404,-95.75889000
1.37329102,-103.57770000
1.41143799,-101.98810000
1.44958496,-99.77095000
1.48773193,-93.42644000
1.52587891,-98.48281000
1.56402588,-96.79603000
1.60217285,-97.45558000
1.64031982,-100.51850000
1.67846680,-109.07570000
1.71661377,-106.59530000
1.75476074,-109.95940000
1.79290771,-102.02880000
1.83105469,-100.76910000
1.86920166,-100.46000000
1.90734863,-109.04830000
1.94549561,-105.11700000
1.98364258,-117.31120000
2.02178955,-106.79670000
2.05993652,-98.89702000
2.09808350,-95.77069000
2.13623047,-99.10287000
2.17437744,-101.55520000
2.21252441,-98.07914000
2.25067139,-95.53768000
2.28881836,-99.54753000
2.32696533,-102.02540000
2.36511230,-105.43110000
2.40325928,-101.59640000
2.44140625,-98.81755000
2.47955322,-95.22048000
2.51770020,-99.60953000
2.55584717,-96.81467000
2.59399414,-97.56404000
2.63214111,-98.37064000
2.67028809,-102.23220000
2.70843506,-106.59230000
2.74658203,-100.65860000
2.78472900,-97.74110000
2.82287598,-101.08360000
2.86102295,-97.39151000
2.89916992,-93.76972000
2.93731689,-96.17107000
2.97546387,-94.35255000
3.01361084,-97.09857000
3.05175781,-98.81171000
3.08990479,-94.57292000
3.12805176,-99.63783000
3.16619873,-103.45210000
3.20434570,-93.78571000
3.24249268,-93.81911000
3.28063965,-95.78468000
3.31878662,-105.45730000
3.35693359,-100.11970000
3.39508057,-103.91450000
3.43322754,-98.87618000
3.47137451,-96.11806000
3.50952148,-95.17188000
3.54766846,-95.81681000
3.58581543,-95.17776000
3.62396240,-102.00700000
3.66210938,-96.05380000
3.70025635,-103.10960000
3.73840332,-101.88440000
3.77655029,-101.48730000
3.81469727,-98.66278000
3.85284424,-95.82992000
3.89099121,-94.54159000
3.92913818,-98.78490000
3.96728516,-96.24999000
4.00543213,-100.84580000
4.04357910,-100.47600000
4.08172607,-102.76430000
4.11987305,-101.12770000
4.15802002,-96.13338000
4.19616699,-94.45679000
4.23431396,-98.51220000
4.27246094,-94.41832000
4.31060791,-102.19040000
4.34875488,-103.79160000
4.38690186,-103.54050000
4.42504883,-100.18240000
4.46319580,-101.79140000
4.50134277,-95.37034000
4.53948975,-94.85448000
4.57763672,-93.44894000
4.61578369,-96.44585000
4.65393066,-96.61534000
4.69207764,-106.11660000
4.73022461,-104.33390000
4.76837158,-102.67540000
4.80651855,-101.64050000
4.84466553,-98.67295000
4.88281250,-93.05177000
4.92095947,-95.50211000
4.95910645,-93.95848000
4.99725342,-102.57900000
5.03540039,-101.64840000
5.07354736,-106.33130000
5.11169434,-99.45728000
5.14984131,-98.67410000
5.18798828,-95.30671000
5.22613525,-100.12730000
5.26428223,-94.00605000
5.30242920,-100.41420000
5.34057617,-96.40842000
5.37872314,-102.78040000
5.41687012,-103.32630000
5.45501709,-105.59430000
5.49316406,-97.36243000
5.53131104,-98.70511000
5.56945801,-94.14265000
5.60760498,-99.11109000
