Frequency,Channel A
(kHz),(dBu)

0.00000000,-25.03683000
0.03037179,-20.86541000
0.06074359,-19.96117000
0.09111538,-29.24568000
0.12148717,-29.95561000
0.15185897,-25.22986000
0.18223076,-30.38911000
0.21260256,-39.18473000
0.24297435,-35.38826000
0.27334614,-36.12973000
0.30371794,-38.92413000
0.33408973,-35.41887000
0.36446152,-36.38823000
0.39483332,-43.86928000
0.42520511,-42.03657000
0.45557691,-39.38036000
0.48594870,-45.76790000
0.51632049,-50.41348000
0.54669229,-45.20156000
0.57706408,-46.83562000
0.60743587,-48.34466000
0.63780767,-45.23272000
0.66817946,-47.74900000
0.69855126,-55.92175000
0.72892305,-54.84066000
0.75929484,-55.61935000
0.78966664,-62.85134000
0.82003843,-63.27315000
0.85041022,-58.90693000
0.88078202,-54.23326000
0.91115381,-51.23006000
0.94152561,-51.84811000
0.97189740,-54.47002000
1.00226919,-59.11601000
1.03264099,-60.27810000
1.06301278,-61.82251000
1.09338457,-61.21376000
1.12375637,-57.55549000
1.15412816,-55.87585000
1.18449996,-60.39352000
1.21487175,-61.85118000
1.24524354,-61.52257000
1.27561534,-64.54363000
1.30598713,-67.31110000
1.33635892,-62.43779000
1.36673072,-61.12641000
1.39710251,-58.13441000
1.42747431,-56.37791000
1.45784610,-55.67566000
1.48821789,-57.26945000
1.51858969,-57.59054000
1.54896148,-57.76772000
1.57933327,-63.80463000
1.60970507,-65.00806000
1.64007686,-57.72974000
1.67044866,-60.16221000
1.70082045,-71.86730000
1.73119224,-68.53996000
1.76156404,-64.08600000
1.79193583,-67.36149000
1.82230762,-66.73502000
1.85267942,-68.76570000
1.88305121,-72.96030000
1.91342301,-68.57254000
1.94379480,-67.54785000
1.97416659,-68.78543000
2.00453839,-69.79951000
2.03491018,-66.52241000
2.06528197,-65.42043000
2.09565377,-65.82750000
2.12602556,-61.97961000
2.15639736,-61.04757000
2.18676915,-68.79719000
2.21714094,-70.74444000
2.24751274,-65.63644000
2.27788453,-67.92097000
2.30825632,-68.61922000
2.33862812,-67.92960000
2.36899991,-70.26181000
2.39937171,-69.60883000
2.42974350,-67.11366000
2.46011529,-66.07267000
2.49048709,-68.51638000
2.52085888,-71.51387000
2.55123067,-72.26441000
2.58160247,-70.50169000
2.61197426,-66.68610000
2.64234606,-65.75822000
2.67271785,-67.79004000
2.70308964,-71.02863000
2.73346144,-70.30771000
2.76383323,-69.27738000
2.79420502,-70.00503000
2.82457682,-67.18340000
2.85494861,-66.82352000
2.88532041,-73.71994000
2.91569220,-72.04650000
2.94606399,-67.57442000
2.97643579,-69.38268000
3.00680758,-72.79523000
3.03717937,-69.99919000
3.06755117,-71.55724000
3.09792296,-73.37808000
3.12829476,-71.57457000
3.15866655,-72.02163000
3.18903834,-70.89400000
3.21941014,-70.58652000
3.24978193,-73.38084000
3.28015372,-69.96720000
3.31052552,-67.90036000
3.34089731,-68.86445000
3.37126911,-73.60220000
3.40164090,-76.78016000
3.43201269,-73.88219000
3.46238449,-72.33813000
3.49275628,-75.28465000
3.52312807,-77.81177000
3.55349987,-75.23233000
3.58387166,-76.00371000
3.61424346,-73.26929000
3.64461525,-72.27505000
3.67498704,-76.50327000
3.70535884,-87.50030000
3.73573063,-78.36768000
3.76610242,-77.86873000
3.79647422,-73.06379000
3.82684601,-72.63170000
3.85721781,-76.29218000
3.88758960,-75.81340000
3.91796139,-76.58118000
3.94833319,-74.81836000
3.97870498,-77.52491000
4.00907677,-81.25845000
