Frequency,Channel A
(kHz),(dBu)

0.00000000,-42.62915000
0.03037179,-20.86623000
0.06074359,-19.31319000
0.09111538,-27.13457000
0.12148717,-29.80991000
0.15185897,-25.11597000
0.18223076,-30.70727000
0.21260256,-38.29763000
0.24297435,-34.32591000
0.27334614,-38.91264000
0.30371794,-50.21435000
0.33408973,-36.41186000
0.36446152,-35.40417000
0.39483332,-42.91331000
0.42520511,-43.41401000
0.45557691,-39.55375000
0.48594870,-46.64949000
0.51632049,-47.51267000
0.54669229,-44.73165000
0.57706408,-51.65651000
0.60743587,-54.24928000
0.63780767,-45.46771000
0.66817946,-45.35662000
0.69855126,-52.46661000
0.72892305,-54.63615000
0.75929484,-51.40795000
0.78966664,-52.19839000
0.82003843,-51.99466000
0.85041022,-56.37265000
0.88078202,-58.98746000
0.91115381,-52.32140000
0.94152561,-52.78725000
0.97189740,-57.20715000
1.00226919,-80.11509000
1.03264099,-63.75089000
1.06301278,-64.20411000
1.09338457,-61.98345000
1.12375637,-56.79409000
1.15412816,-57.84425000
1.18449996,-71.86326000
1.21487175,-65.63985000
1.24524354,-65.25156000
1.27561534,-70.42588000
1.30598713,-70.09114000
1.33635892,-62.63626000
1.36673072,-66.04440000
1.39710251,-60.51430000
1.42747431,-57.50012000
1.45784610,-59.23725000
1.48821789,-68.00803000
1.51858969,-63.19191000
1.54896148,-58.36869000
1.57933327,-62.04785000
1.60970507,-64.40379000
1.64007686,-57.14031000
1.67044866,-59.79901000
1.70082045,-67.03526000
1.73119224,-61.87557000
1.76156404,-65.46507000
1.79193583,-76.45923000
1.82230762,-67.86787000
1.85267942,-66.81384000
1.88305121,-70.85838000
1.91342301,-70.09760000
1.94379480,-68.63451000
1.97416659,-74.42274000
2.00453839,-73.86582000
2.03491018,-66.17869000
2.06528197,-68.39140000
2.09565377,-71.82276000
2.12602556,-60.82041000
2.15639736,-59.87251000
2.18676915,-67.80400000
2.21714094,-64.70676000
2.24751274,-63.29007000
2.27788453,-70.49895000
2.30825632,-66.83089000
2.33862812,-64.25031000
2.36899991,-67.74817000
2.39937171,-67.07549000
2.42974350,-65.35344000
2.46011529,-69.45723000
2.49048709,-83.64723000
2.52085888,-73.73761000
2.55123067,-75.25026000
2.58160247,-71.53111000
2.61197426,-68.52840000
2.64234606,-67.16682000
2.67271785,-76.77558000
2.70308964,-70.19330000
2.73346144,-67.09109000
2.76383323,-73.18472000
2.79420502,-71.32477000
2.82457682,-64.30960000
2.85494861,-64.93855000
2.88532041,-69.75002000
2.91569220,-65.61156000
2.94606399,-65.64689000
2.97643579,-77.07368000
3.00680758,-71.37497000
3.03717937,-70.15266000
3.06755117,-74.48875000
3.09792296,-74.00289000
3.12829476,-71.97762000
3.15866655,-75.73815000
3.18903834,-72.28333000
3.21941014,-71.18456000
3.24978193,-78.76356000
3.28015372,-73.80039000
3.31052552,-68.13051000
3.34089731,-69.00401000
3.37126911,-73.83292000
3.40164090,-73.65834000
3.43201269,-69.26807000
3.46238449,-71.17548000
3.49275628,-87.84457000
3.52312807,-74.45621000
3.55349987,-75.77140000
3.58387166,-78.42918000
3.61424346,-72.01411000
3.64461525,-70.26939000
3.67498704,-74.70473000
3.70535884,-87.23423000
3.73573063,-76.97089000
3.76610242,-74.51409000
3.79647422,-73.26982000
3.82684601,-76.01827000
3.85721781,-78.95847000
3.88758960,-74.94266000
3.91796139,-73.38874000
3.94833319,-76.67155000
3.97870498,-79.32877000
4.00907677,-71.78519000
