Frequency,Channel D
(MHz),(dBu)

0.00000000,-86.80930000
0.03814697,-94.46377000
0.07629395,-105.63760000
0.11444092,-109.01510000
0.15258789,-107.96650000
0.19073486,-114.35620000
0.22888184,-111.68090000
0.26702881,-111.98570000
0.30517578,-110.96650000
0.34332275,-115.63820000
0.38146973,-119.23060000
0.41961670,-115.05100000
0.45776367,-120.16020000
0.49591064,-107.23710000
0.53405762,-104.28700000
0.57220459,-105.58320000
0.61035156,-110.35300000
0.64849854,-105.61740000
0.68664551,-103.11190000
0.72479248,-106.12870000
0.76293945,-110.08300000
0.80108643,-107.85420000
0.83923340,-108.65900000
0.87738037,-107.89430000
0.91552734,-105.55980000
0.95367432,-107.33190000
0.99182129,-121.97240000
1.02996826,-113.32130000
1.06811523,-108.63910000
1.10626221,-101.73880000
1.14440918,-115.03550000
1.18255615,-103.90830000
1.22070313,-106.03920000
1.25885010,-104.25380000
1.29699707,-100.18870000
1.33514404,-100.26180000
1.37329102,-109.41320000
1.41143799,-96.78287000
1.44958496,-103.85770000
1.48773193,-97.15801000
1.52587891,-96.06461000
1.56402588,-94.02609000
1.60217285,-105.81950000
1.64031982,-102.59030000
1.67846680,-111.64960000
1.71661377,-104.00760000
1.75476074,-107.88860000
1.79290771,-102.81450000
1.83105469,-109.67460000
1.86920166,-104.07130000
1.90734863,-109.04470000
1.94549561,-105.87350000
1.98364258,-101.89360000
2.02178955,-99.77425000
2.05993652,-105.09700000
2.09808350,-99.82925000
2.13623047,-112.92850000
2.17437744,-100.29090000
2.21252441,-99.15439000
2.25067139,-97.24866000
2.28881836,-101.06490000
2.32696533,-99.30368000
2.36511230,-102.96530000
2.40325928,-98.87323000
2.44140625,-106.87380000
2.47955322,-97.34436000
2.51770020,-99.82202000
2.55584717,-94.77814000
2.59399414,-100.91880000
2.63214111,-99.48814000
2.67028809,-99.14478000
2.70843506,-98.13198000
2.74658203,-107.01350000
2.78472900,-108.14940000
2.82287598,-97.61137000
2.86102295,-94.93414000
2.89916992,-97.69527000
2.93731689,-98.34602000
2.97546387,-95.41363000
3.01361084,-98.98613000
3.05175781,-103.90740000
3.08990479,-99.97227000
3.12805176,-101.23670000
3.16619873,-95.72070000
3.20434570,-97.67218000
3.24249268,-95.45406000
3.28063965,-99.01135000
3.31878662,-101.74900000
3.35693359,-98.23711000
3.39508057,-97.43663000
3.43322754,-98.23692000
3.47137451,-97.34277000
3.50952148,-98.15494000
3.54766846,-94.95670000
3.58581543,-98.54904000
3.62396240,-101.01550000
3.66210938,-97.19365000
3.70025635,-100.32920000
3.73840332,-98.75253000
3.77655029,-98.93039000
3.81469727,-98.23091000
3.85284424,-94.63518000
3.89099121,-97.12029000
3.92913818,-97.60458000
3.96728516,-95.34951000
4.00543213,-97.45652000
4.04357910,-98.15164000
4.08172607,-101.38950000
4.11987305,-98.19913000
4.15802002,-97.27601000
4.19616699,-96.47866000
4.23431396,-95.48094000
4.27246094,-94.32855000
4.31060791,-97.28249000
4.34875488,-95.14279000
4.38690186,-99.35541000
4.42504883,-102.30160000
4.46319580,-104.38970000
4.50134277,-95.91638000
4.53948975,-95.01556000
4.57763672,-95.68901000
4.61578369,-98.92529000
4.65393066,-93.24318000
4.69207764,-99.80323000
4.73022461,-97.43694000
4.76837158,-102.29930000
4.80651855,-95.83298000
4.84466553,-95.15681000
4.88281250,-96.28777000
4.92095947,-96.76337000
4.95910645,-92.28645000
4.99725342,-97.23721000
5.03540039,-98.00107000
5.07354736,-103.61110000
5.11169434,-93.20130000
5.14984131,-93.38818000
5.18798828,-95.18669000
5.22613525,-95.74497000
5.26428223,-94.44801000
5.30242920,-95.82158000
5.34057617,-94.10270000
5.37872314,-99.24510000
5.41687012,-93.30307000
5.45501709,-94.17114000
5.49316406,-95.88699000
5.53131104,-95.66830000
5.56945801,-91.54823000
5.60760498,-99.32964000
