Frequency,Channel D
(MHz),(dBu)

0.00000000,-91.83041000
0.03814697,-99.82891000
0.07629395,-112.49050000
0.11444092,-110.08570000
0.15258789,-105.26410000
0.19073486,-106.22090000
0.22888184,-107.05200000
0.26702881,-100.53320000
0.30517578,-100.42760000
0.34332275,-104.44430000
0.38146973,-103.13510000
0.41961670,-106.30820000
0.45776367,-112.50710000
0.49591064,-111.54550000
0.53405762,-115.93350000
0.57220459,-111.50230000
0.61035156,-102.55330000
0.64849854,-103.17990000
0.68664551,-101.98280000
0.72479248,-105.88900000
0.76293945,-110.04320000
0.80108643,-108.80470000
0.83923340,-104.07340000
0.87738037,-101.75700000
0.91552734,-102.32720000
0.95367432,-101.28450000
0.99182129,-97.66835000
1.02996826,-97.04021000
1.06811523,-99.32442000
1.10626221,-103.64160000
1.14440918,-114.36750000
1.18255615,-105.86600000
1.22070313,-104.37520000
1.25885010,-104.87610000
1.29699707,-106.68520000
1.33514404,-102.79940000
1.37329102,-100.23390000
1.41143799,-94.21970000
1.44958496,-111.08620000
1.48773193,-90.64496000
1.52587891,-97.87711000
1.56402588,-98.68346000
1.60217285,-100.24860000
1.64031982,-97.54665000
1.67846680,-104.44870000
1.71661377,-106.31230000
1.75476074,-100.93080000
1.79290771,-96.08846000
1.83105469,-102.66760000
1.86920166,-96.47080000
1.90734863,-102.34520000
1.94549561,-103.96260000
1.98364258,-105.67050000
2.02178955,-104.84110000
2.05993652,-103.08660000
2.09808350,-96.17746000
2.13623047,-101.33080000
2.17437744,-101.90150000
2.21252441,-99.13182000
2.25067139,-97.20108000
2.28881836,-109.24240000
2.32696533,-103.73930000
2.36511230,-95.38976000
2.40325928,-90.45673000
2.44140625,-99.04033000
2.47955322,-95.80929000
2.51770020,-97.28326000
2.55584717,-97.52918000
2.59399414,-98.47697000
2.63214111,-95.63126000
2.67028809,-102.57940000
2.70843506,-104.45240000
2.74658203,-109.20960000
2.78472900,-100.73890000
2.82287598,-98.48131000
2.86102295,-92.99622000
2.89916992,-109.12340000
2.93731689,-97.16664000
2.97546387,-96.32812000
3.01361084,-100.77590000
3.05175781,-96.79279000
3.08990479,-94.27871000
3.12805176,-91.46748000
3.16619873,-91.09732000
3.20434570,-94.53531000
3.24249268,-95.84729000
3.28063965,-97.69090000
3.31878662,-100.96060000
3.35693359,-100.26940000
3.39508057,-99.64304000
3.43322754,-100.51170000
3.47137451,-94.28947000
3.50952148,-99.47264000
3.54766846,-97.50350000
3.58581543,-95.05002000
3.62396240,-97.08208000
3.66210938,-100.03640000
3.70025635,-99.69814000
3.73840332,-94.54115000
3.77655029,-89.29066000
3.81469727,-103.28790000
3.85284424,-96.67679000
3.89099121,-97.96143000
3.92913818,-94.71749000
3.96728516,-94.40657000
4.00543213,-99.88821000
4.04357910,-109.07450000
4.08172607,-101.39080000
4.11987305,-103.45290000
4.15802002,-96.61419000
4.19616699,-95.65372000
4.23431396,-94.38229000
4.27246094,-97.50145000
4.31060791,-104.01270000
4.34875488,-98.59048000
4.38690186,-110.81690000
4.42504883,-95.50552000
4.46319580,-92.80877000
4.50134277,-90.87395000
4.53948975,-93.66505000
4.57763672,-94.98180000
4.61578369,-95.77269000
4.65393066,-94.73624000
4.69207764,-99.32072000
4.73022461,-98.27686000
4.76837158,-94.07604000
4.80651855,-96.14603000
4.84466553,-99.19609000
4.88281250,-94.28875000
4.92095947,-94.71101000
4.95910645,-93.06387000
4.99725342,-106.98230000
5.03540039,-94.81808000
5.07354736,-96.75818000
5.11169434,-91.31287000
5.14984131,-89.32768000
5.18798828,-99.75015000
5.22613525,-93.50316000
5.26428223,-94.28238000
5.30242920,-94.66938000
5.34057617,-98.27618000
5.37872314,-113.39190000
5.41687012,-103.66180000
5.45501709,-101.17290000
5.49316406,-93.20177000
5.53131104,-91.82456000
5.56945801,-91.94116000
5.60760498,-96.51328000
