Frequency,Channel D
(MHz),(dBu)

0.00000000,-84.67416000
0.03814697,-92.38191000
0.07629395,-116.05060000
0.11444092,-107.22130000
0.15258789,-105.43050000
0.19073486,-107.29640000
0.22888184,-116.73810000
0.26702881,-118.90290000
0.30517578,-112.79050000
0.34332275,-107.03710000
0.38146973,-104.02970000
0.41961670,-106.81160000
0.45776367,-102.23870000
0.49591064,-103.04970000
0.53405762,-102.19360000
0.57220459,-101.87100000
0.61035156,-112.84290000
0.64849854,-112.73020000
0.68664551,-113.14120000
0.72479248,-110.47310000
0.76293945,-113.12090000
0.80108643,-109.72730000
0.83923340,-106.50660000
0.87738037,-106.68890000
0.91552734,-111.41200000
0.95367432,-111.96750000
0.99182129,-114.53930000
1.02996826,-112.66360000
1.06811523,-104.52710000
1.10626221,-101.78080000
1.14440918,-97.05891000
1.18255615,-95.80857000
1.22070313,-94.49164000
1.25885010,-94.13426000
1.29699707,-97.60780000
1.33514404,-99.96685000
1.37329102,-93.21285000
1.41143799,-89.67110000
1.44958496,-87.83209000
1.48773193,-87.02869000
1.52587891,-85.73833000
1.56402588,-85.72176000
1.60217285,-89.08921000
1.64031982,-94.60594000
1.67846680,-98.25650000
1.71661377,-96.94179000
1.75476074,-93.14859000
1.79290771,-91.92218000
1.83105469,-92.47708000
1.86920166,-93.43738000
1.90734863,-95.75029000
1.94549561,-96.33877000
1.98364258,-96.95180000
2.02178955,-97.89272000
2.05993652,-97.57401000
2.09808350,-94.11866000
2.13623047,-91.04303000
2.17437744,-89.75244000
2.21252441,-91.67815000
2.25067139,-94.17390000
2.28881836,-97.61382000
2.32696533,-103.85700000
2.36511230,-95.44060000
2.40325928,-91.74564000
2.44140625,-96.47529000
2.47955322,-95.11544000
2.51770020,-90.28970000
2.55584717,-90.61082000
2.59399414,-92.24003000
2.63214111,-94.51712000
2.67028809,-97.87053000
2.70843506,-97.25433000
2.74658203,-94.90846000
2.78472900,-92.23657000
2.82287598,-91.43021000
2.86102295,-88.81000000
2.89916992,-86.36435000
2.93731689,-88.18021000
2.97546387,-92.69530000
3.01361084,-96.92959000
3.05175781,-97.01389000
3.08990479,-92.16853000
3.12805176,-88.84901000
3.16619873,-87.43610000
3.20434570,-87.73003000
3.24249268,-88.84128000
3.28063965,-88.82303000
3.31878662,-89.34692000
3.35693359,-91.31730000
3.39508057,-91.52078000
3.43322754,-89.82327000
3.47137451,-87.76617000
3.50952148,-87.30126000
3.54766846,-88.83467000
3.58581543,-90.97169000
3.62396240,-92.35657000
3.66210938,-93.68992000
3.70025635,-91.66692000
3.73840332,-88.48313000
3.77655029,-87.72424000
3.81469727,-91.05318000
3.85284424,-91.97829000
3.89099121,-93.41455000
3.92913818,-94.69756000
3.96728516,-93.63249000
4.00543213,-94.57172000
4.04357910,-96.37859000
4.08172607,-92.91581000
4.11987305,-89.86855000
4.15802002,-89.70497000
4.19616699,-96.65924000
4.23431396,-89.79653000
4.27246094,-87.35450000
4.31060791,-89.98004000
4.34875488,-93.54430000
4.38690186,-93.28640000
4.42504883,-89.44076000
4.46319580,-87.72501000
4.50134277,-87.54898000
4.53948975,-87.74280000
4.57763672,-89.27777000
4.61578369,-89.49973000
4.65393066,-87.49667000
4.69207764,-88.05225000
4.73022461,-88.58386000
4.76837158,-88.82753000
4.80651855,-87.08938000
4.84466553,-85.81417000
4.88281250,-86.02543000
4.92095947,-86.65260000
4.95910645,-87.56264000
4.99725342,-89.84235000
5.03540039,-90.44469000
5.07354736,-86.93182000
5.11169434,-84.13496000
5.14984131,-86.13565000
5.18798828,-89.05264000
5.22613525,-86.83211000
5.26428223,-86.55492000
5.30242920,-87.89430000
5.34057617,-89.81487000
5.37872314,-90.77211000
5.41687012,-88.30344000
5.45501709,-86.07105000
5.49316406,-84.95582000
5.53131104,-86.36284000
5.56945801,-94.29908000
5.60760498,-98.56525000
