Frequency,Channel D
(MHz),(dBu)

0.00000000,-80.90871000
0.03814697,-88.47841000
0.07629395,-105.52820000
0.11444092,-125.37020000
0.15258789,-111.90200000
0.19073486,-119.25710000
0.22888184,-108.34310000
0.26702881,-105.56910000
0.30517578,-106.67370000
0.34332275,-115.00850000
0.38146973,-109.77270000
0.41961670,-107.97420000
0.45776367,-112.09390000
0.49591064,-117.60410000
0.53405762,-108.68300000
0.57220459,-100.94510000
0.61035156,-104.36820000
0.64849854,-117.23390000
0.68664551,-111.36240000
0.72479248,-108.40560000
0.76293945,-109.61750000
0.80108643,-127.34690000
0.83923340,-115.41680000
0.87738037,-110.54720000
0.91552734,-107.19930000
0.95367432,-105.31020000
0.99182129,-105.99260000
1.02996826,-104.36380000
1.06811523,-105.47030000
1.10626221,-102.83240000
1.14440918,-99.08942000
1.18255615,-98.92861000
1.22070313,-97.14249000
1.25885010,-96.38036000
1.29699707,-100.12360000
1.33514404,-108.39780000
1.37329102,-100.68870000
1.41143799,-93.15163000
1.44958496,-89.25241000
1.48773193,-87.64372000
1.52587891,-87.92288000
1.56402588,-89.40062000
1.60217285,-92.26638000
1.64031982,-97.86538000
1.67846680,-109.57470000
1.71661377,-103.14790000
1.75476074,-95.78282000
1.79290771,-93.97468000
1.83105469,-94.50047000
1.86920166,-96.01126000
1.90734863,-96.11090000
1.94549561,-96.49454000
1.98364258,-101.58130000
2.02178955,-116.02460000
2.05993652,-99.43623000
2.09808350,-94.93590000
2.13623047,-93.78426000
2.17437744,-92.19093000
2.21252441,-91.82240000
2.25067139,-92.92171000
2.28881836,-95.48748000
2.32696533,-102.06600000
2.36511230,-102.03660000
2.40325928,-94.13777000
2.44140625,-90.64462000
2.47955322,-89.14261000
2.51770020,-88.21260000
2.55584717,-88.81564000
2.59399414,-91.17619000
2.63214111,-95.14779000
2.67028809,-108.67380000
2.70843506,-100.59400000
2.74658203,-94.68008000
2.78472900,-91.69884000
2.82287598,-89.80084000
2.86102295,-89.67157000
2.89916992,-90.75728000
2.93731689,-92.07436000
2.97546387,-97.31017000
3.01361084,-125.05070000
3.05175781,-96.63364000
3.08990479,-91.54083000
3.12805176,-91.13051000
3.16619873,-91.35651000
3.20434570,-90.69096000
3.24249268,-90.61852000
3.28063965,-91.92410000
3.31878662,-96.44576000
3.35693359,-112.63410000
3.39508057,-99.84130000
3.43322754,-92.81380000
3.47137451,-89.43825000
3.50952148,-88.31977000
3.54766846,-88.60858000
3.58581543,-89.89427000
3.62396240,-92.39150000
3.66210938,-98.59921000
3.70025635,-110.21120000
3.73840332,-95.48688000
3.77655029,-91.06099000
3.81469727,-89.07945000
3.85284424,-88.14442000
3.89099121,-88.23320000
3.92913818,-89.55928000
3.96728516,-92.86949000
4.00543213,-100.15030000
4.04357910,-100.92140000
4.08172607,-94.23660000
4.11987305,-90.40992000
4.15802002,-87.71808000
4.19616699,-87.05164000
4.23431396,-88.03262000
4.27246094,-89.41019000
4.31060791,-92.42828000
4.34875488,-101.98620000
4.38690186,-100.64090000
4.42504883,-92.69920000
4.46319580,-89.33559000
4.50134277,-88.10528000
4.53948975,-87.68442000
4.57763672,-88.41697000
4.61578369,-90.16344000
4.65393066,-93.97214000
4.69207764,-98.00177000
4.73022461,-96.60277000
4.76837158,-94.23358000
4.80651855,-90.35109000
4.84466553,-86.95110000
4.88281250,-86.08955000
4.92095947,-87.26165000
4.95910645,-89.96548000
4.99725342,-94.20705000
5.03540039,-97.36696000
5.07354736,-93.82422000
5.11169434,-89.66389000
5.14984131,-87.39787000
5.18798828,-86.66760000
5.22613525,-86.25172000
5.26428223,-86.16581000
5.30242920,-88.92796000
5.34057617,-96.56513000
5.37872314,-99.35067000
5.41687012,-92.88600000
5.45501709,-89.60179000
5.49316406,-87.78110000
5.53131104,-86.82481000
5.56945801,-85.70602000
5.60760498,-85.84241000
