Frequency,Channel D
(MHz),(dBu)

0.00000000,-106.51210000
0.03814697,-112.38760000
0.07629395,-117.36060000
0.11444092,-114.54770000
0.15258789,-135.49420000
0.19073486,-116.97830000
0.22888184,-114.18970000
0.26702881,-110.39220000
0.30517578,-108.11010000
0.34332275,-110.84460000
0.38146973,-111.86890000
0.41961670,-110.83410000
0.45776367,-109.12540000
0.49591064,-106.54760000
0.53405762,-107.95090000
0.57220459,-111.49840000
0.61035156,-105.71720000
0.64849854,-104.02700000
0.68664551,-106.92960000
0.72479248,-114.49370000
0.76293945,-109.61400000
0.80108643,-106.16430000
0.83923340,-102.30910000
0.87738037,-103.76280000
0.91552734,-109.02530000
0.95367432,-107.28510000
0.99182129,-109.25590000
1.02996826,-105.03160000
1.06811523,-101.53900000
1.10626221,-101.97720000
1.14440918,-101.83980000
1.18255615,-100.42540000
1.22070313,-96.98221000
1.25885010,-94.76208000
1.29699707,-97.51501000
1.33514404,-104.43430000
1.37329102,-95.93765000
1.41143799,-90.28516000
1.44958496,-87.53145000
1.48773193,-87.28426000
1.52587891,-88.45229000
1.56402588,-89.66365000
1.60217285,-93.74969000
1.64031982,-105.59200000
1.67846680,-101.83050000
1.71661377,-97.60399000
1.75476074,-94.68341000
1.79290771,-93.60493000
1.83105469,-93.67324000
1.86920166,-94.61542000
1.90734863,-99.11102000
1.94549561,-107.79680000
1.98364258,-111.56760000
2.02178955,-104.20740000
2.05993652,-95.84528000
2.09808350,-91.05595000
2.13623047,-89.01549000
2.17437744,-89.38831000
2.21252441,-90.83727000
2.25067139,-92.50344000
2.28881836,-96.39938000
2.32696533,-97.38140000
2.36511230,-94.12357000
2.40325928,-91.92756000
2.44140625,-89.81950000
2.47955322,-88.41605000
2.51770020,-88.48349000
2.55584717,-89.59556000
2.59399414,-91.60005000
2.63214111,-95.83928000
2.67028809,-100.72120000
2.70843506,-96.68481000
2.74658203,-92.45760000
2.78472900,-89.30367000
2.82287598,-87.79971000
2.86102295,-87.88268000
2.89916992,-88.38641000
2.93731689,-90.63257000
2.97546387,-97.18490000
3.01361084,-116.16950000
3.05175781,-99.49982000
3.08990479,-93.51933000
3.12805176,-90.58667000
3.16619873,-89.53507000
3.20434570,-89.08415000
3.24249268,-88.64929000
3.28063965,-90.89063000
3.31878662,-97.46486000
3.35693359,-108.52500000
3.39508057,-97.17438000
3.43322754,-90.91358000
3.47137451,-88.44383000
3.50952148,-86.88618000
3.54766846,-86.63201000
3.58581543,-88.08443000
3.62396240,-90.77490000
3.66210938,-96.60908000
3.70025635,-98.95100000
3.73840332,-91.89560000
3.77655029,-88.80458000
3.81469727,-87.25196000
3.85284424,-86.96034000
3.89099121,-87.89367000
3.92913818,-89.10592000
3.96728516,-91.33414000
4.00543213,-96.06509000
4.04357910,-95.73883000
4.08172607,-92.20903000
4.11987305,-88.94957000
4.15802002,-87.50328000
4.19616699,-88.35931000
4.23431396,-89.93094000
4.27246094,-91.53251000
4.31060791,-94.99583000
4.34875488,-100.87640000
4.38690186,-95.29151000
4.42504883,-90.34631000
4.46319580,-88.23051000
4.50134277,-87.20041000
4.53948975,-86.43918000
4.57763672,-87.06306000
4.61578369,-89.50004000
4.65393066,-92.96906000
4.69207764,-95.09014000
4.73022461,-91.82854000
4.76837158,-89.42812000
4.80651855,-87.82134000
4.84466553,-86.38203000
4.88281250,-85.96846000
4.92095947,-87.28988000
4.95910645,-90.98552000
4.99725342,-94.73046000
5.03540039,-94.00536000
5.07354736,-91.74674000
5.11169434,-88.82025000
5.14984131,-86.79521000
5.18798828,-85.68057000
5.22613525,-85.57050000
5.26428223,-86.56053000
5.30242920,-89.33180000
5.34057617,-95.67330000
5.37872314,-96.09801000
5.41687012,-89.44902000
5.45501709,-86.23997000
5.49316406,-85.07371000
5.53131104,-84.79506000
5.56945801,-84.92558000
5.60760498,-86.23833000
