Frequency,Channel D
(MHz),(dBu)

0.00000000,-80.54847000
0.03814697,-88.19954000
0.07629395,-102.03820000
0.11444092,-106.90210000
0.15258789,-115.58130000
0.19073486,-125.20360000
0.22888184,-118.99650000
0.26702881,-114.54170000
0.30517578,-106.50510000
0.34332275,-107.89270000
0.38146973,-111.50640000
0.41961670,-109.00840000
0.45776367,-111.73410000
0.49591064,-113.24350000
0.53405762,-116.29500000
0.57220459,-117.25090000
0.61035156,-110.79430000
0.64849854,-115.12680000
0.68664551,-120.70440000
0.72479248,-123.51910000
0.76293945,-121.09670000
0.80108643,-112.81290000
0.83923340,-109.50450000
0.87738037,-112.90750000
0.91552734,-120.60180000
0.95367432,-123.31620000
0.99182129,-106.85340000
1.02996826,-102.35240000
1.06811523,-105.64470000
1.10626221,-124.07810000
1.14440918,-103.20850000
1.18255615,-101.57820000
1.22070313,-104.32660000
1.25885010,-102.57910000
1.29699707,-106.17510000
1.33514404,-105.39940000
1.37329102,-108.28050000
1.41143799,-95.27589000
1.44958496,-91.91375000
1.48773193,-89.76967000
1.52587891,-95.94369000
1.56402588,-101.51980000
1.60217285,-95.47955000
1.64031982,-94.83942000
1.67846680,-99.96301000
1.71661377,-99.69642000
1.75476074,-102.87320000
1.79290771,-96.79778000
1.83105469,-104.35160000
1.86920166,-101.82650000
1.90734863,-107.71610000
1.94549561,-104.25280000
1.98364258,-106.67390000
2.02178955,-106.51040000
2.05993652,-115.88680000
2.09808350,-99.90942000
2.13623047,-106.17100000
2.17437744,-95.94289000
2.21252441,-97.49829000
2.25067139,-98.31832000
2.28881836,-99.26548000
2.32696533,-99.08844000
2.36511230,-104.30710000
2.40325928,-100.71090000
2.44140625,-98.61636000
2.47955322,-94.47240000
2.51770020,-96.12410000
2.55584717,-94.14989000
2.59399414,-96.58237000
2.63214111,-97.91783000
2.67028809,-101.60570000
2.70843506,-102.02100000
2.74658203,-101.73280000
2.78472900,-96.47107000
2.82287598,-97.23715000
2.86102295,-94.40817000
2.89916992,-96.52866000
2.93731689,-96.55208000
2.97546387,-99.30655000
3.01361084,-100.15650000
3.05175781,-98.45374000
3.08990479,-96.12550000
3.12805176,-98.28844000
3.16619873,-94.76683000
3.20434570,-96.83086000
3.24249268,-96.09050000
3.28063965,-96.28619000
3.31878662,-97.74070000
3.35693359,-101.71380000
3.39508057,-99.18196000
3.43322754,-98.59467000
3.47137451,-93.66698000
3.50952148,-95.20605000
3.54766846,-98.56441000
3.58581543,-95.20404000
3.62396240,-96.26998000
3.66210938,-95.43713000
3.70025635,-97.37991000
3.73840332,-96.15482000
3.77655029,-93.61331000
3.81469727,-95.57796000
3.85284424,-95.65624000
3.89099121,-95.02731000
3.92913818,-95.23489000
3.96728516,-96.00137000
4.00543213,-97.23797000
4.04357910,-95.60531000
4.08172607,-98.39499000
4.11987305,-96.36255000
4.15802002,-94.96936000
4.19616699,-95.47420000
4.23431396,-95.55199000
4.27246094,-93.10159000
4.31060791,-95.51588000
4.34875488,-95.46127000
4.38690186,-99.91621000
4.42504883,-97.98727000
4.46319580,-95.54337000
4.50134277,-95.48011000
4.53948975,-95.36071000
4.57763672,-92.73593000
4.61578369,-93.41971000
4.65393066,-92.80465000
4.69207764,-96.97217000
4.73022461,-95.49378000
4.76837158,-99.34903000
4.80651855,-97.02628000
4.84466553,-93.91597000
4.88281250,-91.91895000
4.92095947,-94.54190000
4.95910645,-91.84947000
4.99725342,-96.23020000
5.03540039,-93.58379000
5.07354736,-95.71429000
5.11169434,-93.37169000
5.14984131,-92.84527000
5.18798828,-93.20843000
5.22613525,-94.88741000
5.26428223,-91.79475000
5.30242920,-94.98534000
5.34057617,-91.52233000
5.37872314,-98.23610000
5.41687012,-95.20584000
5.45501709,-93.57312000
5.49316406,-90.05246000
5.53131104,-91.40197000
5.56945801,-91.63100000
5.60760498,-92.19249000
