Frequency,Channel D
(MHz),(dBu)

0.00000000,-91.98053000
0.03814697,-98.85951000
0.07629395,-102.48740000
0.11444092,-104.31300000
0.15258789,-112.11960000
0.19073486,-118.51450000
0.22888184,-116.11960000
0.26702881,-108.76680000
0.30517578,-106.95300000
0.34332275,-111.04440000
0.38146973,-117.35640000
0.41961670,-111.55070000
0.45776367,-110.64630000
0.49591064,-113.58860000
0.53405762,-104.00590000
0.57220459,-100.68690000
0.61035156,-103.48900000
0.64849854,-111.60480000
0.68664551,-115.12240000
0.72479248,-107.83780000
0.76293945,-103.21440000
0.80108643,-107.11600000
0.83923340,-117.58270000
0.87738037,-107.71750000
0.91552734,-111.17510000
0.95367432,-105.43220000
0.99182129,-105.70040000
1.02996826,-109.35180000
1.06811523,-104.98130000
1.10626221,-101.10650000
1.14440918,-102.64750000
1.18255615,-100.53730000
1.22070313,-99.45449000
1.25885010,-105.20020000
1.29699707,-120.58890000
1.33514404,-105.74300000
1.37329102,-97.45421000
1.41143799,-94.07692000
1.44958496,-93.88503000
1.48773193,-91.01160000
1.52587891,-89.78942000
1.56402588,-92.15275000
1.60217285,-98.93217000
1.64031982,-103.02100000
1.67846680,-120.27380000
1.71661377,-101.18940000
1.75476074,-96.04758000
1.79290771,-95.69989000
1.83105469,-98.11420000
1.86920166,-97.92625000
1.90734863,-99.54985000
1.94549561,-102.85330000
1.98364258,-112.31620000
2.02178955,-101.41750000
2.05993652,-97.11595000
2.09808350,-95.41592000
2.13623047,-94.72645000
2.17437744,-93.70019000
2.21252441,-93.64345000
2.25067139,-94.83403000
2.28881836,-100.70090000
2.32696533,-107.74480000
2.36511230,-99.30766000
2.40325928,-94.52135000
2.44140625,-91.64288000
2.47955322,-90.16806000
2.51770020,-90.18134000
2.55584717,-91.61946000
2.59399414,-94.19530000
2.63214111,-99.03626000
2.67028809,-103.89960000
2.70843506,-96.33171000
2.74658203,-92.85847000
2.78472900,-90.73021000
2.82287598,-89.74359000
2.86102295,-90.13855000
2.89916992,-92.31167000
2.93731689,-94.15886000
2.97546387,-99.28592000
3.01361084,-104.50410000
3.05175781,-95.60876000
3.08990479,-92.42351000
3.12805176,-90.55519000
3.16619873,-90.49693000
3.20434570,-91.64159000
3.24249268,-93.77267000
3.28063965,-100.55850000
3.31878662,-108.51990000
3.35693359,-97.56595000
3.39508057,-92.91664000
3.43322754,-90.22215000
3.47137451,-89.32858000
3.50952148,-89.27064000
3.54766846,-90.28823000
3.58581543,-93.61037000
3.62396240,-99.04956000
3.66210938,-111.00350000
3.70025635,-100.07410000
3.73840332,-92.50366000
3.77655029,-89.54648000
3.81469727,-88.74772000
3.85284424,-89.37656000
3.89099121,-92.28181000
3.92913818,-97.65257000
3.96728516,-102.06330000
4.00543213,-104.21290000
4.04357910,-95.16119000
4.08172607,-91.60081000
4.11987305,-89.60716000
4.15802002,-89.11942000
4.19616699,-89.74155000
4.23431396,-91.17047000
4.27246094,-95.07620000
4.31060791,-109.05510000
4.34875488,-98.48168000
4.38690186,-92.52090000
4.42504883,-89.74358000
4.46319580,-88.67001000
4.50134277,-88.86227000
4.53948975,-90.45914000
4.57763672,-93.06027000
4.61578369,-99.78394000
4.65393066,-103.33360000
4.69207764,-94.04848000
4.73022461,-90.46470000
4.76837158,-88.30814000
4.80651855,-88.12405000
4.84466553,-88.31532000
4.88281250,-88.73091000
4.92095947,-91.55104000
4.95910645,-98.66817000
4.99725342,-102.00460000
5.03540039,-96.45737000
5.07354736,-90.09335000
5.11169434,-87.98413000
5.14984131,-87.23817000
5.18798828,-88.17245000
5.22613525,-90.40188000
5.26428223,-95.55576000
5.30242920,-104.24360000
5.34057617,-94.85065000
5.37872314,-91.17212000
5.41687012,-88.23335000
5.45501709,-85.51100000
5.49316406,-86.45842000
5.53131104,-89.24048000
5.56945801,-90.28538000
5.60760498,-97.12193000
