Frequency,Channel D
(MHz),(dBu)

0.00000000,-78.53936000
0.03814697,-86.03810000
0.07629395,-101.21840000
0.11444092,-104.90790000
0.15258789,-108.05130000
0.19073486,-113.76670000
0.22888184,-112.34290000
0.26702881,-112.26770000
0.30517578,-106.15530000
0.34332275,-105.83140000
0.38146973,-107.54570000
0.41961670,-110.25470000
0.45776367,-110.36500000
0.49591064,-108.79850000
0.53405762,-115.79780000
0.57220459,-112.17940000
0.61035156,-115.81410000
0.64849854,-113.89410000
0.68664551,-112.08640000
0.72479248,-110.01620000
0.76293945,-106.72100000
0.80108643,-108.79660000
0.83923340,-118.10740000
0.87738037,-116.85080000
0.91552734,-121.15900000
0.95367432,-111.51380000
0.99182129,-108.58680000
1.02996826,-107.53240000
1.06811523,-117.32410000
1.10626221,-106.45110000
1.14440918,-101.81670000
1.18255615,-101.58210000
1.22070313,-100.01720000
1.25885010,-99.97504000
1.29699707,-101.92300000
1.33514404,-102.83700000
1.37329102,-100.10120000
1.41143799,-93.27339000
1.44958496,-88.65279000
1.48773193,-88.15540000
1.52587891,-89.90746000
1.56402588,-89.65522000
1.60217285,-92.47086000
1.64031982,-101.78190000
1.67846680,-105.34120000
1.71661377,-95.35841000
1.75476074,-93.13123000
1.79290771,-94.64204000
1.83105469,-95.16549000
1.86920166,-94.16876000
1.90734863,-97.52966000
1.94549561,-101.95760000
1.98364258,-102.89300000
2.02178955,-101.58670000
2.05993652,-99.99706000
2.09808350,-94.23348000
2.13623047,-91.87544000
2.17437744,-93.08377000
2.21252441,-95.62241000
2.25067139,-92.90859000
2.28881836,-93.40367000
2.32696533,-96.33821000
2.36511230,-97.72672000
2.40325928,-95.73571000
2.44140625,-94.43054000
2.47955322,-90.94685000
2.51770020,-90.07850000
2.55584717,-90.31533000
2.59399414,-92.96548000
2.63214111,-97.40470000
2.67028809,-98.68843000
2.70843506,-94.60504000
2.74658203,-92.27973000
2.78472900,-91.11878000
2.82287598,-90.49691000
2.86102295,-89.69777000
2.89916992,-90.79795000
2.93731689,-94.11418000
2.97546387,-98.41031000
3.01361084,-98.49036000
3.05175781,-98.47447000
3.08990479,-98.15106000
3.12805176,-92.97940000
3.16619873,-89.66512000
3.20434570,-90.13213000
3.24249268,-90.36259000
3.28063965,-91.97604000
3.31878662,-96.70840000
3.35693359,-101.84050000
3.39508057,-96.37361000
3.43322754,-92.46850000
3.47137451,-90.69046000
3.50952148,-89.77368000
3.54766846,-89.43589000
3.58581543,-90.25440000
3.62396240,-91.74925000
3.66210938,-94.35635000
3.70025635,-94.50255000
3.73840332,-92.76366000
3.77655029,-90.28925000
3.81469727,-89.47979000
3.85284424,-88.85146000
3.89099121,-89.34906000
3.92913818,-91.40048000
3.96728516,-95.06339000
4.00543213,-95.40807000
4.04357910,-95.94180000
4.08172607,-94.07337000
4.11987305,-90.65644000
4.15802002,-88.82683000
4.19616699,-89.27936000
4.23431396,-89.51150000
4.27246094,-91.01897000
4.31060791,-93.92307000
4.34875488,-97.07329000
4.38690186,-95.50803000
4.42504883,-92.45108000
4.46319580,-90.42647000
4.50134277,-89.40129000
4.53948975,-88.23459000
4.57763672,-87.98965000
4.61578369,-89.66913000
4.65393066,-92.77503000
4.69207764,-94.92492000
4.73022461,-94.09546000
4.76837158,-89.74609000
4.80651855,-88.32786000
4.84466553,-89.59796000
4.88281250,-90.32981000
4.92095947,-88.90520000
4.95910645,-89.60808000
4.99725342,-90.99672000
5.03540039,-91.61414000
5.07354736,-90.50951000
5.11169434,-90.03642000
5.14984131,-87.76059000
5.18798828,-86.40092000
5.22613525,-86.48625000
5.26428223,-87.37199000
5.30242920,-89.19486000
5.34057617,-91.57741000
5.37872314,-92.26379000
5.41687012,-89.58154000
5.45501709,-85.24820000
5.49316406,-84.54012000
5.53131104,-86.07182000
5.56945801,-87.45927000
5.60760498,-87.07854000
