Frequency,Channel D
(MHz),(dBu)

0.00000000,-85.99267000
0.03814697,-92.71382000
0.07629395,-100.16760000
0.11444092,-102.62120000
0.15258789,-110.73890000
0.19073486,-129.87470000
0.22888184,-111.51100000
0.26702881,-113.92220000
0.30517578,-109.36040000
0.34332275,-107.31770000
0.38146973,-128.03260000
0.41961670,-108.06020000
0.45776367,-117.18170000
0.49591064,-108.09610000
0.53405762,-106.08830000
0.57220459,-110.95540000
0.61035156,-104.94340000
0.64849854,-105.05150000
0.68664551,-109.03580000
0.72479248,-107.26450000
0.76293945,-106.65800000
0.80108643,-110.75560000
0.83923340,-110.10360000
0.87738037,-115.77620000
0.91552734,-115.76290000
0.95367432,-114.54760000
0.99182129,-113.76340000
1.02996826,-108.01700000
1.06811523,-113.88570000
1.10626221,-102.42730000
1.14440918,-105.96720000
1.18255615,-106.13000000
1.22070313,-103.62890000
1.25885010,-101.81090000
1.29699707,-106.08120000
1.33514404,-96.99048000
1.37329102,-101.14680000
1.41143799,-94.89781000
1.44958496,-91.63082000
1.48773193,-89.95856000
1.52587891,-127.92480000
1.56402588,-93.46165000
1.60217285,-96.03996000
1.64031982,-96.04552000
1.67846680,-99.51684000
1.71661377,-100.77010000
1.75476074,-110.44970000
1.79290771,-98.63438000
1.83105469,-107.32780000
1.86920166,-104.64520000
1.90734863,-107.91710000
1.94549561,-101.94960000
1.98364258,-109.74680000
2.02178955,-109.43180000
2.05993652,-112.37240000
2.09808350,-98.74711000
2.13623047,-103.83680000
2.17437744,-97.55521000
2.21252441,-97.93305000
2.25067139,-97.50108000
2.28881836,-103.61890000
2.32696533,-102.91540000
2.36511230,-102.67780000
2.40325928,-95.09889000
2.44140625,-104.14520000
2.47955322,-95.02672000
2.51770020,-100.93110000
2.55584717,-96.16692000
2.59399414,-98.84914000
2.63214111,-97.27940000
2.67028809,-109.24340000
2.70843506,-98.74351000
2.74658203,-102.44670000
2.78472900,-94.93294000
2.82287598,-102.81590000
2.86102295,-94.68861000
2.89916992,-103.35230000
2.93731689,-95.38280000
2.97546387,-103.06540000
3.01361084,-96.51448000
3.05175781,-104.27620000
3.08990479,-96.39420000
3.12805176,-95.86134000
3.16619873,-96.97099000
3.20434570,-101.69670000
3.24249268,-96.75986000
3.28063965,-101.78190000
3.31878662,-97.37331000
3.35693359,-109.25700000
3.39508057,-96.33006000
3.43322754,-103.18410000
3.47137451,-94.16100000
3.50952148,-99.89671000
3.54766846,-94.75450000
3.58581543,-98.65002000
3.62396240,-97.13255000
3.66210938,-103.12780000
3.70025635,-95.73657000
3.73840332,-105.70690000
3.77655029,-93.51677000
3.81469727,-104.60630000
3.85284424,-94.56778000
3.89099121,-100.62020000
3.92913818,-94.22244000
3.96728516,-96.57150000
4.00543213,-97.38452000
4.04357910,-108.17020000
4.08172607,-98.49521000
4.11987305,-101.60940000
4.15802002,-92.40108000
4.19616699,-100.33820000
4.23431396,-96.57020000
4.27246094,-98.46922000
4.31060791,-99.07816000
4.34875488,-103.07090000
4.38690186,-95.95229000
4.42504883,-104.06610000
4.46319580,-94.32092000
4.50134277,-99.02393000
4.53948975,-93.38398000
4.57763672,-99.79890000
4.61578369,-96.95908000
4.65393066,-102.27360000
4.69207764,-97.63152000
4.73022461,-102.73830000
4.76837158,-93.81667000
4.80651855,-99.82178000
4.84466553,-93.38795000
4.88281250,-96.91301000
4.92095947,-93.39688000
4.95910645,-102.57330000
4.99725342,-107.53380000
5.03540039,-98.08860000
5.07354736,-93.09818000
5.11169434,-102.63900000
5.14984131,-92.10263000
5.18798828,-96.58493000
5.22613525,-94.26792000
5.26428223,-97.09282000
5.30242920,-95.31860000
5.34057617,-103.41260000
5.37872314,-94.85757000
5.41687012,-98.25008000
5.45501709,-90.08127000
5.49316406,-96.05788000
5.53131104,-93.72913000
5.56945801,-94.44123000
5.60760498,-96.17844000
