Frequency,Channel A
(MHz),(dBu)

0.00000000,-28.67933000
0.03051758,-29.09558000
0.06103516,-34.35979000
0.09155273,-43.13475000
0.12207031,-50.13094000
0.15258789,-52.52531000
0.18310547,-53.87085000
0.21362305,-56.04115000
0.24414063,-58.06711000
0.27465820,-60.57981000
0.30517578,-63.03123000
0.33569336,-59.48118000
0.36621094,-53.50829000
0.39672852,-49.48676000
0.42724609,-47.67672000
0.45776367,-47.97119000
0.48828125,-49.99273000
0.51879883,-51.11290000
0.54931641,-49.92301000
0.57983398,-52.62706000
0.61035156,-55.29312000
0.64086914,-42.79073000
0.67138672,-39.41968000
0.70190430,-40.33363000
0.73242188,-45.06021000
0.76293945,-53.87929000
0.79345703,-58.92224000
0.82397461,-59.28960000
0.85449219,-61.24630000
0.88500977,-62.24390000
0.91552734,-61.25668000
0.94604492,-60.15979000
0.97656250,-60.34650000
1.00708008,-60.74505000
1.03759766,-59.59797000
1.06811523,-58.92442000
1.09863281,-60.09258000
1.12915039,-62.28778000
1.15966797,-63.66199000
1.19018555,-63.66467000
1.22070313,-62.93372000
1.25122070,-61.99326000
1.28173828,-61.77690000
1.31225586,-62.73783000
1.34277344,-64.12272000
1.37329102,-64.69076000
1.40380859,-64.41304000
1.43432617,-64.22865000
1.46484375,-64.14351000
1.49536133,-63.29491000
1.52587891,-61.61749000
1.55639648,-60.03364000
1.58691406,-59.12170000
1.61743164,-58.77281000
1.64794922,-58.85562000
1.67846680,-59.74263000
1.70898438,-61.79362000
1.73950195,-64.58392000
1.77001953,-66.63216000
1.80053711,-66.67365000
1.83105469,-65.43518000
1.86157227,-64.43783000
1.89208984,-64.11759000
1.92260742,-63.96021000
1.95312500,-63.27316000
1.98364258,-62.21240000
2.01416016,-61.64133000
2.04467773,-62.08145000
2.07519531,-63.26286000
2.10571289,-64.12221000
2.13623047,-63.80632000
2.16674805,-63.31400000
2.19726563,-63.53482000
2.22778320,-64.07225000
2.25830078,-64.38848000
2.28881836,-64.48338000
2.31933594,-64.75462000
2.34985352,-65.63824000
2.38037109,-66.71712000
2.41088867,-66.80807000
2.44140625,-65.80759000
2.47192383,-64.67292000
2.50244141,-64.04887000
2.53295898,-64.00632000
2.56347656,-64.29398000
2.59399414,-64.89467000
2.62451172,-66.00247000
2.65502930,-67.34518000
2.68554688,-67.91548000
2.71606445,-67.25627000
2.74658203,-66.12602000
2.77709961,-64.97712000
2.80761719,-64.07963000
2.83813477,-63.85509000
2.86865234,-64.44209000
2.89916992,-65.24659000
2.92968750,-65.20013000
2.96020508,-64.14926000
2.99072266,-62.60436000
3.02124023,-61.07997000
3.05175781,-60.15153000
3.08227539,-60.13987000
3.11279297,-60.86456000
3.14331055,-61.71550000
3.17382813,-62.28186000
3.20434570,-62.65372000
3.23486328,-62.76485000
3.26538086,-62.44499000
3.29589844,-61.86113000
3.32641602,-61.25051000
3.35693359,-60.77969000
3.38745117,-60.60897000
3.41796875,-60.79568000
3.44848633,-61.26840000
3.47900391,-61.92403000
3.50952148,-62.58604000
3.54003906,-62.92036000
3.57055664,-62.62199000
3.60107422,-61.74364000
3.63159180,-60.83595000
3.66210938,-60.57585000
3.69262695,-61.30289000
3.72314453,-62.79046000
3.75366211,-64.00466000
3.78417969,-63.83436000
3.81469727,-62.87835000
3.84521484,-62.13001000
3.87573242,-61.72703000
3.90625000,-61.32228000
3.93676758,-60.74698000
3.96728516,-60.29517000
3.99780273,-60.22749000
4.02832031,-60.31627000
4.05883789,-60.24795000
4.08935547,-60.19967000
4.11987305,-60.18172000
4.15039063,-59.80389000
4.18090820,-59.30631000
4.21142578,-59.40551000
4.24194336,-60.36149000
4.27246094,-61.77288000
4.30297852,-62.74903000
4.33349609,-62.68235000
4.36401367,-61.84785000
4.39453125,-60.85000000
4.42504883,-60.06591000
4.45556641,-59.64862000
4.48608398,-59.78031000
