Frequency,Channel A
(MHz),(dBu)

0.00000000,-36.96164000
0.03051758,-37.84380000
0.06103516,-45.61064000
0.09155273,-56.88168000
0.12207031,-50.86395000
0.15258789,-51.98933000
0.18310547,-52.91953000
0.21362305,-52.83282000
0.24414063,-53.50307000
0.27465820,-54.87232000
0.30517578,-55.99200000
0.33569336,-56.09129000
0.36621094,-55.68887000
0.39672852,-56.26292000
0.42724609,-58.38072000
0.45776367,-61.02031000
0.48828125,-61.58886000
0.51879883,-60.06970000
0.54931641,-58.92396000
0.57983398,-58.65023000
0.61035156,-57.98724000
0.64086914,-56.50868000
0.67138672,-55.76985000
0.70190430,-56.63902000
0.73242188,-59.27435000
0.76293945,-64.77079000
0.79345703,-72.18115000
0.82397461,-61.77727000
0.85449219,-57.68456000
0.88500977,-56.62590000
0.91552734,-57.24374000
0.94604492,-58.30723000
0.97656250,-58.91230000
1.00708008,-59.42025000
1.03759766,-60.44498000
1.06811523,-60.90004000
1.09863281,-59.83789000
1.12915039,-58.93322000
1.15966797,-59.07402000
1.19018555,-60.01543000
1.22070313,-60.85616000
1.25122070,-60.75453000
1.28173828,-60.10178000
1.31225586,-59.66577000
1.34277344,-59.59846000
1.37329102,-59.54233000
1.40380859,-59.35828000
1.43432617,-59.38074000
1.46484375,-59.78735000
1.49536133,-60.12333000
1.52587891,-59.87422000
1.55639648,-59.67418000
1.58691406,-60.29880000
1.61743164,-61.65768000
1.64794922,-63.55779000
1.67846680,-66.39040000
1.70898438,-70.15714000
1.73950195,-72.49963000
1.77001953,-70.37923000
1.80053711,-66.50084000
1.83105469,-64.02904000
1.86157227,-63.49604000
1.89208984,-64.37491000
1.92260742,-66.25104000
1.95312500,-69.22083000
1.98364258,-70.38859000
2.01416016,-68.02367000
2.04467773,-66.00344000
2.07519531,-64.76394000
2.10571289,-64.33321000
2.13623047,-64.31626000
2.16674805,-64.13870000
2.19726563,-63.78220000
2.22778320,-63.54439000
2.25830078,-63.61582000
2.28881836,-64.00639000
2.31933594,-64.40807000
2.34985352,-64.29954000
2.38037109,-63.59085000
2.41088867,-62.89217000
2.44140625,-62.92688000
2.47192383,-63.81152000
2.50244141,-64.48843000
2.53295898,-63.72947000
2.56347656,-62.17683000
2.59399414,-60.92799000
2.62451172,-60.55005000
2.65502930,-61.21091000
2.68554688,-62.62644000
2.71606445,-63.84964000
2.74658203,-64.05341000
2.77709961,-63.70555000
2.80761719,-63.19587000
2.83813477,-62.33982000
2.86865234,-61.37541000
2.89916992,-60.88027000
2.92968750,-60.95143000
2.96020508,-61.10272000
2.99072266,-61.02665000
3.02124023,-61.08013000
3.05175781,-61.63656000
3.08227539,-62.52186000
3.11279297,-63.29486000
3.14331055,-63.67900000
3.17382813,-63.49070000
3.20434570,-62.81657000
3.23486328,-62.04081000
3.26538086,-61.30474000
3.29589844,-60.46898000
3.32641602,-59.74616000
3.35693359,-59.56472000
3.38745117,-59.94448000
3.41796875,-60.44500000
3.44848633,-60.47532000
3.47900391,-59.82247000
3.50952148,-58.81596000
3.54003906,-57.82878000
3.57055664,-57.07106000
3.60107422,-56.68808000
3.63159180,-56.73259000
3.66210938,-57.10553000
3.69262695,-57.66815000
3.72314453,-58.35956000
3.75366211,-58.99219000
3.78417969,-59.12865000
3.81469727,-58.60971000
3.84521484,-57.93433000
3.87573242,-57.69081000
3.90625000,-58.01691000
3.93676758,-58.68232000
3.96728516,-59.39230000
3.99780273,-59.95600000
4.02832031,-60.27408000
4.05883789,-60.34533000
4.08935547,-60.27183000
4.11987305,-60.18845000
4.15039063,-60.26060000
4.18090820,-60.64953000
4.21142578,-61.33149000
4.24194336,-62.02102000
4.27246094,-62.31530000
4.30297852,-62.11224000
4.33349609,-61.81995000
4.36401367,-61.82449000
4.39453125,-62.22553000
4.42504883,-63.06857000
4.45556641,-64.35975000
4.48608398,-65.71840000
