Frequency,Channel A
(kHz),(dBu)

0.00000000,-26.95168000
0.03037179,-23.39812000
0.06074359,-22.06509000
0.09111538,-30.81524000
0.12148717,-36.97127000
0.15185897,-28.71865000
0.18223076,-35.45329000
0.21260256,-42.00286000
0.24297435,-36.85912000
0.27334614,-39.14685000
0.30371794,-43.51726000
0.33408973,-37.44879000
0.36446152,-37.46939000
0.39483332,-44.68167000
0.42520511,-48.25556000
0.45557691,-42.36202000
0.48594870,-52.63481000
0.51632049,-47.94541000
0.54669229,-44.60902000
0.57706408,-46.75900000
0.60743587,-47.70613000
0.63780767,-44.15162000
0.66817946,-45.32232000
0.69855126,-52.84783000
0.72892305,-58.84571000
0.75929484,-55.52599000
0.78966664,-62.39208000
0.82003843,-63.88979000
0.85041022,-61.99102000
0.88078202,-58.09378000
0.91115381,-53.61549000
0.94152561,-52.36962000
0.97189740,-55.76304000
1.00226919,-66.03774000
1.03264099,-68.42176000
1.06301278,-74.09982000
1.09338457,-68.41445000
1.12375637,-59.87289000
1.15412816,-58.87061000
1.18449996,-67.96695000
1.21487175,-64.46317000
1.24524354,-63.78965000
1.27561534,-70.66852000
1.30598713,-74.56227000
1.33635892,-76.04002000
1.36673072,-70.30686000
1.39710251,-61.87715000
1.42747431,-59.29421000
1.45784610,-58.95569000
1.48821789,-59.94427000
1.51858969,-58.73589000
1.54896148,-57.38022000
1.57933327,-62.78458000
1.60970507,-70.62165000
1.64007686,-59.52525000
1.67044866,-63.42335000
1.70082045,-69.43274000
1.73119224,-62.87172000
1.76156404,-63.99910000
1.79193583,-72.48203000
1.82230762,-64.46399000
1.85267942,-63.53886000
1.88305121,-68.91866000
1.91342301,-73.96159000
1.94379480,-64.35139000
1.97416659,-67.19984000
2.00453839,-73.51981000
2.03491018,-65.37529000
2.06528197,-65.64037000
2.09565377,-72.06232000
2.12602556,-63.72687000
2.15639736,-61.56547000
2.18676915,-69.71291000
2.21714094,-71.41646000
2.24751274,-63.68993000
2.27788453,-71.01268000
2.30825632,-72.42039000
2.33862812,-65.80804000
2.36899991,-69.31505000
2.39937171,-77.48692000
2.42974350,-67.26112000
2.46011529,-66.90920000
2.49048709,-79.69323000
2.52085888,-78.73746000
2.55123067,-74.59460000
2.58160247,-73.62880000
2.61197426,-70.69663000
2.64234606,-70.01677000
2.67271785,-72.86678000
2.70308964,-69.84099000
2.73346144,-65.65205000
2.76383323,-68.32185000
2.79420502,-76.68909000
2.82457682,-67.37321000
2.85494861,-68.84085000
2.88532041,-87.80597000
2.91569220,-70.51077000
2.94606399,-68.55828000
2.97643579,-76.89571000
3.00680758,-71.74599000
3.03717937,-68.36404000
3.06755117,-71.95893000
3.09792296,-81.76484000
3.12829476,-75.28999000
3.15866655,-76.59020000
3.18903834,-82.26569000
3.21941014,-82.80171000
3.24978193,-87.54108000
3.28015372,-76.70651000
3.31052552,-71.58217000
3.34089731,-71.94696000
3.37126911,-78.37436000
3.40164090,-79.19284000
3.43201269,-71.95329000
3.46238449,-73.48118000
3.49275628,-77.70526000
3.52312807,-73.17268000
3.55349987,-73.23676000
3.58387166,-84.67757000
3.61424346,-74.51395000
3.64461525,-75.06473000
3.67498704,-86.16800000
3.70535884,-82.06256000
3.73573063,-76.89810000
3.76610242,-83.49883000
3.79647422,-77.66966000
3.82684601,-81.94740000
3.85721781,-93.69164000
3.88758960,-83.38693000
3.91796139,-77.54540000
3.94833319,-76.23943000
3.97870498,-83.89368000
4.00907677,-85.01752000
