Frequency,Channel A
(kHz),(dBu)

0.00000000,-26.77794000
0.03037179,-22.65950000
0.06074359,-21.67857000
0.09111538,-29.22227000
0.12148717,-28.53962000
0.15185897,-26.68989000
0.18223076,-30.94164000
0.21260256,-45.39668000
0.24297435,-38.76969000
0.27334614,-39.55499000
0.30371794,-47.24007000
0.33408973,-38.25268000
0.36446152,-39.14507000
0.39483332,-51.87803000
0.42520511,-41.01296000
0.45557691,-39.87419000
0.48594870,-44.26003000
0.51632049,-63.51846000
0.54669229,-46.97216000
0.57706408,-48.46777000
0.60743587,-51.90041000
0.63780767,-45.77083000
0.66817946,-47.94138000
0.69855126,-68.51941000
0.72892305,-52.80967000
0.75929484,-53.97960000
0.78966664,-63.40752000
0.82003843,-61.82225000
0.85041022,-59.18844000
0.88078202,-57.77241000
0.91115381,-65.29556000
0.94152561,-57.13182000
0.97189740,-56.53830000
1.00226919,-66.36310000
1.03264099,-65.57221000
1.06301278,-63.94437000
1.09338457,-68.49359000
1.12375637,-61.77137000
1.15412816,-57.32951000
1.18449996,-61.50961000
1.21487175,-71.80899000
1.24524354,-64.58601000
1.27561534,-64.67798000
1.30598713,-69.11559000
1.33635892,-70.31699000
1.36673072,-72.38776000
1.39710251,-68.20262000
1.42747431,-69.20097000
1.45784610,-64.49754000
1.48821789,-68.00393000
1.51858969,-62.32207000
1.54896148,-59.00780000
1.57933327,-64.51521000
1.60970507,-64.95985000
1.64007686,-58.10646000
1.67044866,-58.13973000
1.70082045,-64.00365000
1.73119224,-67.66733000
1.76156404,-62.62293000
1.79193583,-66.61247000
1.82230762,-68.17744000
1.85267942,-64.60803000
1.88305121,-70.07092000
1.91342301,-72.05875000
1.94379480,-63.57449000
1.97416659,-64.47282000
2.00453839,-76.64092000
2.03491018,-67.24951000
2.06528197,-66.16550000
2.09565377,-86.68668000
2.12602556,-64.01150000
2.15639736,-62.28897000
2.18676915,-71.30692000
2.21714094,-66.54273000
2.24751274,-62.98085000
2.27788453,-65.74149000
2.30825632,-76.81967000
2.33862812,-66.80945000
2.36899991,-66.53622000
2.39937171,-74.46111000
2.42974350,-69.37916000
2.46011529,-65.54516000
2.49048709,-70.51664000
2.52085888,-71.65157000
2.55123067,-71.46799000
2.58160247,-75.84799000
2.61197426,-77.03404000
2.64234606,-71.03293000
2.67271785,-70.28204000
2.70308964,-78.34157000
2.73346144,-69.13712000
2.76383323,-65.24512000
2.79420502,-69.24199000
2.82457682,-74.02123000
2.85494861,-67.67335000
2.88532041,-69.29642000
2.91569220,-81.84585000
2.94606399,-67.94775000
2.97643579,-66.99593000
3.00680758,-78.44339000
3.03717937,-71.46030000
3.06755117,-68.94592000
3.09792296,-74.06374000
3.12829476,-88.04973000
3.15866655,-76.72975000
3.18903834,-74.92972000
3.21941014,-89.62202000
3.24978193,-76.81314000
3.28015372,-73.78681000
3.31052552,-80.36599000
3.34089731,-72.72961000
3.37126911,-72.12755000
3.40164090,-82.19058000
3.43201269,-77.46573000
3.46238449,-72.00902000
3.49275628,-76.68313000
3.52312807,-76.50809000
3.55349987,-71.12606000
3.58387166,-74.32104000
3.61424346,-85.08485000
3.64461525,-73.37666000
3.67498704,-74.52584000
3.70535884,-76.08842000
3.73573063,-74.81342000
3.76610242,-76.29051000
3.79647422,-75.58366000
3.82684601,-76.64752000
3.85721781,-85.37065000
3.88758960,-87.28722000
3.91796139,-83.44823000
3.94833319,-83.44654000
3.97870498,-83.77063000
4.00907677,-90.92581000
