Frequency,Channel A
(kHz),(dBu)

0.00000000,-26.98367000
0.03037179,-23.44203000
0.06074359,-22.08083000
0.09111538,-30.69293000
0.12148717,-36.86272000
0.15185897,-28.43998000
0.18223076,-35.21749000
0.21260256,-41.82312000
0.24297435,-36.62789000
0.27334614,-38.99377000
0.30371794,-43.59119000
0.33408973,-37.29995000
0.36446152,-37.28133000
0.39483332,-44.48043000
0.42520511,-48.97370000
0.45557691,-42.46789000
0.48594870,-53.14603000
0.51632049,-47.86154000
0.54669229,-44.45045000
0.57706408,-46.63107000
0.60743587,-47.53571000
0.63780767,-43.83037000
0.66817946,-44.88881000
0.69855126,-52.33850000
0.72892305,-58.76722000
0.75929484,-54.67455000
0.78966664,-60.26409000
0.82003843,-80.13435000
0.85041022,-68.29778000
0.88078202,-65.26710000
0.91115381,-55.55769000
0.94152561,-53.26849000
0.97189740,-57.26704000
1.00226919,-71.89477000
1.03264099,-68.49380000
1.06301278,-72.38876000
1.09338457,-63.45352000
1.12375637,-57.89608000
1.15412816,-57.30775000
1.18449996,-65.37059000
1.21487175,-65.50827000
1.24524354,-63.42571000
1.27561534,-71.36445000
1.30598713,-73.51304000
1.33635892,-70.45157000
1.36673072,-68.95432000
1.39710251,-61.26105000
1.42747431,-58.67677000
1.45784610,-58.73640000
1.48821789,-59.66724000
1.51858969,-58.85378000
1.54896148,-57.76181000
1.57933327,-62.27966000
1.60970507,-70.30711000
1.64007686,-59.64744000
1.67044866,-63.12584000
1.70082045,-69.41173000
1.73119224,-62.08931000
1.76156404,-63.19397000
1.79193583,-71.93449000
1.82230762,-64.85612000
1.85267942,-64.22260000
1.88305121,-71.42057000
1.91342301,-69.95882000
1.94379480,-63.94373000
1.97416659,-68.54743000
2.00453839,-70.25243000
2.03491018,-64.01475000
2.06528197,-64.64767000
2.09565377,-71.63112000
2.12602556,-65.38634000
2.15639736,-62.90494000
2.18676915,-68.98597000
2.21714094,-74.46103000
2.24751274,-65.49409000
2.27788453,-73.83719000
2.30825632,-70.20236000
2.33862812,-65.99255000
2.36899991,-71.02734000
2.39937171,-74.19342000
2.42974350,-65.71819000
2.46011529,-65.71343000
2.49048709,-78.15567000
2.52085888,-79.51147000
2.55123067,-75.64436000
2.58160247,-74.50025000
2.61197426,-69.95612000
2.64234606,-70.86427000
2.67271785,-80.78098000
2.70308964,-71.05362000
2.73346144,-65.92825000
2.76383323,-68.88149000
2.79420502,-78.35786000
2.82457682,-67.94940000
2.85494861,-68.19574000
2.88532041,-97.84127000
2.91569220,-70.63033000
2.94606399,-68.76857000
2.97643579,-80.39726000
3.00680758,-73.24390000
3.03717937,-68.04844000
3.06755117,-71.20422000
3.09792296,-86.78644000
3.12829476,-78.29247000
3.15866655,-78.13654000
3.18903834,-80.17335000
3.21941014,-74.30957000
3.24978193,-76.72720000
3.28015372,-77.66994000
3.31052552,-73.65704000
3.34089731,-75.28999000
3.37126911,-88.48767000
3.40164090,-74.24826000
3.43201269,-69.89220000
3.46238449,-73.47049000
3.49275628,-77.58602000
3.52312807,-69.89781000
3.55349987,-71.04787000
3.58387166,-80.10869000
3.61424346,-72.00986000
3.64461525,-73.68039000
3.67498704,-90.28537000
3.70535884,-78.49360000
3.73573063,-76.61573000
3.76610242,-88.63087000
3.79647422,-76.47561000
3.82684601,-77.49664000
3.85721781,-91.86830000
3.88758960,-75.60551000
3.91796139,-72.02563000
3.94833319,-72.94084000
3.97870498,-76.58855000
4.00907677,-78.51309000
